,gene function,organism,nador_2_counts,phylum,class,order,family,oualidia_2_counts,oualidia_1_counts,nador_1_counts
17787,orotate phosphoribosyltransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
17817,oxidoreductase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,6.0,5.0,1.58
17847,pantothenate kinase,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17868,peptidas,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
17904,peptidase S8/S53 subtilisin kexin sedolisin,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
17909,peptidase S9 prolyl oligopeptidase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
17914,peptide ABC transporte,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,1.0,
17927,peptide chain release factor 2,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,
17934,peptide chain release factor 3,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
17947,peptidoglycan glycosyltransferase,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
17948,peptidoglycan glycosyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
17982,permease protein of iron(III) ABC transporter,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18008,phenylacetic acid degradation protein; putative transferase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
18028,phosphate ABC transporter periplasmic phosphate-binding protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18090,phosphogluconate dehydrogenase (decarboxylating),Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18122,phospholipase/carboxylesterase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18126,phospholipid/glycerol acyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18155,phosphoribosylamine--glycine ligase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18201,phosphoserine aminotransferase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18202,phosphoserine aminotransferase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,
18204,phosphoserine phosphatase SerB,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,1.0,0.0
18266,polyketide synthase of type I,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18297,polysaccharide/polyol phosphate ABC transporter permease,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18304,possible Pirin family protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18383,probable beta-galactosidase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18389,probable iron-sulfur protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18390,probable iron-sulfur protein,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18396,probable peptidase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
18411,proline racemas,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18438,protein RecA,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,9.0,7.0,
18545,putative 3-oxoacyl-[acyl-carrier protein,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18567,putative ATP/GTP-binding protein,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18580,putative DNA repair protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
18584,putative GTP-binding protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
18586,putative H repeat-associated protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,
18596,putative NADH-dependent dyhydrogenase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
18599,putative NADP-dependent malic enzyme,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18637,putative anion ABC transporter ATP-binding protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18682,putative exported N-acetylmuramoyl-L-alanine amidase,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18702,putative glycosyltransferase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
18731,putative iron-sulfur flavoprotein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
18742,putative mannose-1-phosphate guanylyltransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
18755,putative molybdopterin oxidoreductase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,1.0,
18767,putative outer membrane protei,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18768,putative outer membrane transport/efflux protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,4.0,
18769,putative outer membrane transport/efflux protein,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18772,putative oxidoreductase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18778,putative oxidoreductase protein,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
18782,putative penicillin-binding protein 2,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18811,putative rhamnosyltransferase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,
18824,putative sigma factor A,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,0.0
18844,putative transcription elongation factor,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
18845,putative transcription regulator,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18861,putative transmembrane protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
18887,putative tyrosine-protein kinase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
18927,pyruvate carboxylase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.69
19014,regulatory protein Gnt,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19059,riboflavin synthas,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19064,riboflavin synthase subunit beta,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
19074,ribonuclease H-related protein,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19077,ribonuclease P,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
19106,ribonucleotide-diphosphate reductase subunit alpha,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,14.0,
19198,ribosomal protein S6 modification protein,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19256,selenocysteine lyase,Capnocytophaga ochracea F0287,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
19273,serine carboxypeptidase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19322,shikimate dehydrogenase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
19344,short-chain dehydrogenase/reductase SDR,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
19471,single-stranded-DNA-specific exonuclease RecJ,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19530,sterol desaturase-related protein,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
19571,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19611,sulfate permease,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
19616,sulfate transporter,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
19617,sulfate transporter,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,3.0,
19714,thiamin biosynthesis lipoprotein,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19740,thioredoxin,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19814,transcription regulator AsnC,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
19849,transcriptional regulato,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19853,transcriptional regulator,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
19854,transcriptional regulator,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
19864,transcriptional regulator-like protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19884,transketolase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
19930,translation initiation factor SUI1,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
19934,translocase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,1.0,
19981,trehalose synthase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,
20053,two-component system sensor histidine kinase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
20092,tyrosine type site-specific recombinase,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
20145,uridylate kinase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,
20148,urocanate hydratase,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,5.0,
20151,uroporphyrin-III C-methyltransferase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
20210,zinc-binding oxidoreductase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
20313,3-oxyacyl-[acyl-carrier protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20334,30S ribosomal protein S21,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20340,30S ribosomal protein S7,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20350,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20367,5''-nucleotidase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20386,50S ribosomal protein L2,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20391,50S ribosomal protein L29,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20471,ATP synthase C subunit,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20493,ATP-dependent DNA helicase recG,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20494,ATP-dependent DNA helicase recQ,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
20495,ATP-dependent RNA helicas,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20516,ATP-dependent protease ATP-binding subunit,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20517,ATP-dependent protease ATP-binding subunit ClpX,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20543,Acyl-CoA dehydrogenase-like protein,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20618,DNA Pol III Epsilon Chain,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20655,DNA polymerase II,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20656,DNA polymerase II,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
20668,DNA polymerase III subunit gamma/tau,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20817,GlcNAc deacetylase-related protei,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20818,GldJ,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20837,Heat shock protein 60 family chaperone GroEL,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,6.0,
20858,Inosine monophosphate dehydrogenase-related protein,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20902,M14 family peptidase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20938,N-acetylmuramoyl-L-alanine amidase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
20998,Na(+):H(+) antiporte,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21000,Na+/H+ antiporter,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21016,OmpA family protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21018,OmpA/MotB domain-containing protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21050,Predicted metal-dependent amidohydrolase with the TIM-barrel fold,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,4.0,
21168,TrmH family tRNA/rRNA methyltransferase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21178,UDP-3-O-[3-hydroxymyristoyl,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,5.0,
21241,acetyl-CoA carboxylas,Capnocytophaga ochracea F0287,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,4.0,
21385,aromatic hydrocarbon degradation membrane protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21387,arsenite resistance protein ArsB,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21393,asparaginyl-tRNA synthetase,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21398,aspartate aminotransferase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
21404,aspartate-semialdehyde dehydrogenase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,4.0,
21423,batA protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21440,bifunctional GMP synthase/glutamine amidotransferase protein,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21490,cation efflux protein,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21522,choline/carnitine/betaine transport,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21530,chromate transporter,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21552,cold shock-like protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21577,coproporphyrinogen III oxidase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21578,coproporphyrinogen III oxidase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21584,cryptochrome-like DNA photolyase family protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21600,cytidylate kinase,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21634,deoxyribodipyrimidine photolyase PhrB3,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21642,diaminopimelate decarboxylase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21671,dihydroorotate dehydrogenase,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21693,dolichyl-phosphate-mannose-protein mannosyltransferase-family protein,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21710,elongation factor Tu,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,10.65
21716,endonuclease,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21731,enoyl-[acyl-carrier-protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21759,exonuclease recj,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21774,ferrous iron transport protein B,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,8.0,
21829,glucosamine--fructose-6-phosphate aminotransferase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,6.0,
21837,glucose-1-phosphate thymidylyltransferase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
21886,glutaryl-7-ACA acylase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21906,glycine cleavage system protein P2 gcvP,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21907,glycine dehydrogenase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
21908,glycine dehydrogenase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
21959,helicase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
21967,histidine ammonia-lyase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
22092,iron-sulfur cluster-binding protein,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22105,isoquinoline 1-oxidoreductase subunit beta,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22109,ketol-acid reductoisomerase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,4.0,
22121,leucyl/phenylalanyl-tRNA--protein transferase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22127,linoleoyl-CoA desaturase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,5.0,
22152,major facilitator superfamily permease,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22159,malate synthase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22200,methylcrotonoyl-CoA carboxylase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22216,modification methylase (Eco47I,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,3.0,
22228,molybdenum cofactorbiosynthesis protein large subunit,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22229,molybdenum-dependent oxidoreductase iron-sulfur binding subunit,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22232,molybdopterin oxidoredutase membrane subunit,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22243,multidrug resistance protein D,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22249,naphthoate synthase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22250,neutral zinc metallopeptidase,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22316,patatin,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22342,peptidase T,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22345,peptidase family S51,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22356,peptide deformylase,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22418,phosphoglucomutase/phosphomannomutase family protein,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
