function,nador_lagoon_1,nador_lagoon_2,oualidia_lagoon_1,oualidia_lagoon_2
Distant similarity with leukotriene C4 synthase (microsomal glutathione S-transferase),2,5,0,0
Disulfide bond regulator,0,0,1,1
Divinyl protochlorophyllide a 8-vinyl-reductase (EC 1.3.1.75),55,50,10,9
Dna binding response regulator PrrA (RegA),73,71,41,37
DnaJ-class molecular chaperone CbpA,87,67,10,12
DnaJ-like protein DjlA,94,83,23,21
Dolichol-phosphate mannosyltransferase (EC 2.4.1.83),36,32,9,9
Domain often clustered or fused with uracil-DNA glycosylase,4,3,1,3
DotB protein,1,0,4,3
Duplicated ATPase component BL0693 of energizing module of predicted ECF transporter,1,1,0,0
Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter,4,3,0,0
Duplicated ATPase component MtsB of energizing module of methionine-regulated ECF transporter,0,0,3,4
Duplicated ATPase component SS1136 of energizing module of predicted ECF transporter,1,1,0,0
Duplicated ATPase component TTE1589 of energizing module of predicted methylthioadenosine ECF transporter,2,2,0,0
Duplicated ATPase component of energizing module of predicted ECF transporter in Mycobacteria,2,0,0,0
Duplicated ATPase component of energizing module of predicted tryptophan ECF transporter,0,1,1,1
ECF sigma factor,1,1,1,0
Eight transmembrane protein EpsH,0,0,2,2
ElaA protein,23,21,4,5
Elastin binding protein EbpS,0,0,9,4
"Electron transfer flavoprotein, alpha subunit",326,299,95,92
"Electron transfer flavoprotein, beta subunit",287,289,66,62
Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1),355,362,76,76
Electron transport complex protein RnfA,28,22,18,16
Electron transport complex protein RnfB,26,20,13,12
Electron transport complex protein RnfC,48,41,23,23
Electron transport complex protein RnfD,43,15,19,15
Electron transport complex protein RnfE,34,31,17,15
Electron transport complex protein RnfG,9,7,3,3
"Endo-1,4-beta-mannosidase",0,0,1,1
"Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)",32,24,14,13
"Endo-1,4-beta-xylanase B ( EC 3.2.1.8 )",3,4,0,0
Endo-alpha-mannosidase,0,0,1,0
"Endo-beta-1,3-1,4 glucanase (Licheninase) (EC 3.2.1.73)",1,2,0,0
Endo-mannanase (EC 3.2.1.78),0,0,2,1
Endoglucanase (EC 3.2.1.4),0,0,1,1
"Endolysin, L-alanyl-D-glutamate peptidase (EC 3.4.-.-) [Bacteriophage A118]",0,0,1,1
Endonuclease III (EC 4.2.99.18),315,294,99,83
Endonuclease IV (EC 3.1.21.2),9,16,2,2
Endonuclease V (EC 3.1.21.7),0,0,1,1
Endonuclease VIII,13,14,4,6
Endoplasmic reticulum chaperon grp78 (BiP),5,3,19,19
Endoribonuclease L-PSP,172,154,38,32
"Energy-conserving hydrogenase (ferredoxin), subunit C",0,0,1,0
Enolase (EC 4.2.1.11),672,638,188,179
Enoyl-CoA hydratase (EC 4.2.1.17),890,815,256,224
Enoyl-CoA hydratase [branched-chain amino acid degradation] (EC 4.2.1.17),42,40,12,15
Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17),64,54,20,14
Enoyl-CoA hydratase [valine degradation] (EC 4.2.1.17),57,65,14,14
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9),144,136,41,41
"Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9), inferred for PFA pathway",0,1,4,6
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),444,434,111,102
Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10),28,26,9,9
Epi-inositol hydrolase (EC 3.7.1.-),159,144,45,33
Error-prone repair protein UmuD,103,83,25,23
"Error-prone, lesion bypass DNA polymerase V (UmuC)",215,207,44,43
Erythritol kinase EryA (EC 2.7.1.27),1,0,0,0
Erythritol phosphate dehydrogenase EryB,4,3,3,2
Erythritol transcriptional regulator EryD,0,0,1,1
Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290),5,4,6,10
Esterase D (EC 3.1.1.1),1,1,0,0
Esterase ybfF (EC 3.1.-.-),5,2,0,0
"Esterase/lipase/thioesterase family, pmt2269 homolog",36,31,0,0
Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7),1,1,3,2
Ethanolamine ammonia-lyase light chain (EC 4.3.1.7),0,0,1,1
Ethanolamine operon regulatory protein,7,7,4,2
Ethanolamine permease,2,1,0,0
Ethanolamine sensory transduction histidine kinase,0,0,1,0
Ethanolamine utilization polyhedral-body-like protein EutM,1,0,0,0
Ethanolamine utilization polyhedral-body-like protein EutN,2,2,0,0
Ethanolamine utilization protein similar to PduA/PduJ,2,0,3,3
Ethanolamine utilization protein similar to PduL,1,2,2,3
Ethylbenzene dehydrogenase alpha subunit (EC 1.17.99.2),3,1,0,0
"Ethylmalonyl-CoA mutase, methylsuccinyl-CoA-forming",88,86,11,9
Eukaryotic peptide chain release factor GTP-binding subunit,1,1,5,2
Eukaryotic peptide chain release factor subunit 1,6,4,8,7
Eukaryotic translation initiation factor 2 alpha subunit,3,2,5,4
Eukaryotic translation initiation factor 2 gamma subunit,7,6,2,4
Eukaryotic translation initiation factor 2-alpha kinase 1 (HRI),1,1,0,0
Eukaryotic translation initiation factor 2-alpha kinase 4 (GCN2),1,2,0,0
Eukaryotic translation initiation factor 3 110 kDa subunit,22,20,6,5
Eukaryotic translation initiation factor 3 93 kDa subunit,2,1,1,1
Eukaryotic translation initiation factor 4A,7,5,32,23
Eukaryotic translation initiation factor 4E,0,0,2,1
Eukaryotic translation initiation factor 5,1,2,3,3
Eukaryotic translation initiation factor 5A,0,0,1,1
Eukaryotic translation initiation factor 6,3,5,1,2
Excinuclease ABC subunit A,1489,1415,471,466
Excinuclease ABC subunit A paralog in greater Bacteroides group,79,73,17,11
Excinuclease ABC subunit A paralog of unknown function,0,1,2,1
"Excinuclease ABC subunit A, dimeric form",20,15,11,9
Excinuclease ABC subunit B,1099,1056,362,330
Excinuclease ABC subunit C,706,648,210,176
Excinuclease cho (excinuclease ABC alternative C subunit),8,9,0,0
Exodeoxyribonuclease I (EC 3.1.11.1),111,93,29,19
Exodeoxyribonuclease III (EC 3.1.11.2),320,298,143,137
Exodeoxyribonuclease V alpha chain (EC 3.1.11.5),49,41,3,3
Exodeoxyribonuclease V beta chain (EC 3.1.11.5),113,95,11,9
Exodeoxyribonuclease V gamma chain (EC 3.1.11.5),124,101,9,11
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6),220,189,74,62
Exodeoxyribonuclease VII small subunit (EC 3.1.11.6),28,30,22,17
Exonuclease SbcC,3,6,9,8
Exonuclease SbcD,10,10,0,0
Exopolyphosphatase (EC 3.6.1.11),198,170,38,33
Exopolysaccharide biosynthesis glycosyltransferase EpsF (EC 2.4.1.-),1,2,0,0
Exopolysaccharide production protein ExoZ,1,1,0,0
Exoribonuclease II (EC 3.1.13.1),21,17,5,4
Exosome complex exonuclease 1,1,0,1,1
Exosome complex exonuclease RRP4,0,0,2,1
Exosporium protein J,1,2,0,0
Export ABC transporter ATP-binding protein,2,3,1,0
Expressed protein possibly involved in photorespiration,11,9,0,0
Extracellular deoxyribonuclease Dns (EC 3.1.21.-),2,0,0,0
Extracellular deoxyribonuclease Xds,1,1,1,1
"F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase (EC 1.5.99.11)",5,3,2,1
"FAD-binding monooxygenase, PheA/TfdB family, similarity to 2,4-dichlorophenol 6-monooxygenase",0,0,5,3
FAD-dependent monooxygenase PhzS,1,0,0,0
FIG000325: clustered with transcription termination protein NusA,104,75,19,20
FIG000506: Predicted P-loop-containing kinase,43,38,34,24
FIG000557: hypothetical protein co-occurring with RecR,76,86,29,28
FIG000605: protein co-occurring with transport systems (COG1739),7,7,5,4
FIG000859: hypothetical protein YebC,339,314,122,118
FIG000875: Thioredoxin domain-containing protein EC-YbbN,9,11,4,4
FIG001341: Probable Fe(2+)-trafficking protein YggX,13,12,7,7
FIG001571: Hypothetical protein,95,78,8,12
"FIG001583: hypothetical protein, contains S4-like RNA binding domain",29,15,0,0
FIG001590: Putative conserved exported protein precursor,0,0,2,1
FIG001721: Predicted N6-adenine-specific DNA methylase,1,1,1,2
FIG001886: Cytoplasmic hypothetical protein,10,12,15,11
FIG001943: hypothetical protein YajQ,88,88,45,41
FIG002344: Hydrolase (HAD superfamily),4,5,18,12
FIG002577: Putative lipoprotein precursor,72,80,18,19
"FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like",50,44,2,0
FIG002958: hypothetical protein,8,8,1,2
FIG002984: FAD-dependent pyridine nucleotide-disulphide oxidoreductase,1,1,4,6
FIG002994: Putative transcriptional regulator,2,0,0,0
FIG003307: hypothetical protein,0,0,1,1
FIG003492: Threonine dehydrogenase and related Zn-dependent dehydrogenases,42,37,6,2
"FIG003603: membrane protein, putative",56,47,8,5
FIG003620: Proteophosphoglycan precursor (Fragment),29,28,12,13
FIG003879: Predicted amidohydrolase,32,26,15,15
FIG004453: protein YceG like,143,121,44,41
FIG004454: RNA binding protein,8,7,5,3
FIG004599: Hypothetical protein,2,0,1,1
FIG004655: Polysaccharide deacetylase,0,0,1,1
FIG005069: Hypothetical protein,15,11,4,5
FIG005080: Possible exported protein,4,2,18,10
FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-),2,3,1,1
FIG005453: Putative DeoR-family transcriptional regulator,2,2,0,0
FIG005495: hypothetical protein,16,14,0,0
FIG005666: putative helicase,29,26,32,34
"FIG006126: DNA helicase, restriction/modification system component YeeB",17,16,7,5
FIG006542: Phosphoesterase,25,21,9,14
"FIG007959: peptidase, M16 family",17,15,19,21
FIG011178: rRNA methylase,2,1,1,0
"FIG017608: hypothetical membrane protein, specific for cyanobacteria",17,20,0,0
"FIG017823: ATPase, MoxR family",54,42,12,9
FIG018229: hypothetical protein,13,10,1,1
"FIG021862: membrane protein, exporter",0,0,2,3
FIG022160: hypothetical toxin,2,1,1,3
FIG022199: FAD-binding protein,2,0,2,1
FIG022606: AAA ATPase,2,2,8,5
FIG026291: Hypothetical periplasmic protein,2,1,1,1
FIG027190: Putative transmembrane protein,1,5,1,1
FIG033680: Hypothetical protein,2,2,2,2
FIG037995: Hypothetical protein,0,0,3,3
FIG039061: hypothetical protein related to heme utilization,9,9,3,2
FIG040338: Glycosyl transferase,2,2,4,5
FIG042796: Hypothetical protein,80,71,30,22
"FIG042921: similarity to aminoacyl-tRNA editing enzymes YbaK, ProX",35,29,5,4
FIG043197: Inositol monophosphatase family protein,29,32,6,2
"FIG045374: Type II restriction enzyme, methylase subunit YeeA",22,24,11,10
FIG048548: ATP synthase protein I2,40,48,7,7
FIG052964: hypothetical protein,33,25,0,0
"FIG057954: metal-binding, possibly nucleic acid-binding protein",20,19,0,0
FIG062860: Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),11,18,8,6
FIG068086: hypothetical protein,3,0,0,0
FIG070318: hypothetical protein,0,0,3,1
FIG071646: Sugar transferase,2,2,3,4
FIG073201: glycosyl transferase,2,0,1,0
FIG081201: hypothetical protein,9,9,1,1
"FIG092115: Oxidoreductase, aldo/keto reductase family",47,45,7,4
FIG094199: Fumarylacetoacetate hydrolase,1,0,1,1
FIG097052: Sugar transporter,18,16,10,11
FIG110192: hypothetical protein,83,70,10,8
FIG113347: hypothetical protein,16,12,0,0
FIG123464: Polysaccharide export protein,0,0,0,1
FIG136845: Rhodanese-related sulfurtransferase,0,0,2,1
FIG137478: Hypothetical protein,113,117,36,28
FIG137771: hypothetical protein,20,15,0,0
FIG137864: putative endonuclease containing a URI domain,0,1,0,0
FIG138056: a glutathione-dependent thiol reductase,2,3,3,3
FIG138315: Putative alpha helix protein,1,1,3,0
FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41),0,0,1,1
FIG139438: lipoprotein B,0,0,3,3
FIG139552: Putative protease,0,1,0,0
FIG139612: Possible conserved membrane protein,1,2,2,2
FIG139928: Putative protease,0,0,1,1
FIG140336: TPR domain protein,1,1,0,0
FIG143263: Glycosyl transferase,0,0,1,1
FIG143828: Hypothetical protein YbgA,5,3,2,1
"FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type",27,25,8,8
FIG146278: Maf/YceF/YhdE family protein,2,3,4,4
FIG147869: Carbon-nitrogen hydrolase,53,43,16,15
FIGfam009438: Two-component system DNA-binding response regulator,1,0,0,0
"FIGfam138462: Acyl-CoA synthetase, AMP-(fatty) acid ligase",0,0,3,3
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),12,13,12,10
FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8),19,14,27,26
FKBP-type peptidyl-prolyl cis-trans isomerase fklB (EC 5.2.1.8),15,16,14,14
FKBP-type peptidyl-prolyl cis-trans isomerase slpA (EC 5.2.1.8),17,14,9,9
FMN adenylyltransferase (EC 2.7.7.2),157,135,23,29
Family 3 glycosyl hydrolase in unknown oligosaccharide utilization Sde 1396,2,4,0,0
"Fatty acid degradation regulator YsiA, TetR family",1,0,2,2
Fatty acyl-coenzyme A elongase,0,0,1,1
Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO,0,0,1,1
Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis,5,5,10,8
Fe-S oxidoreductase-like protein in Rubrerythrin cluster,11,12,5,4
Fe-S-cluster-containing hydrogenase components 1,55,52,18,15
Fe2+/Zn2+ uptake regulation proteins,8,9,0,0
Ferredoxin,631,557,209,172
Ferredoxin 3 fused to uncharacterized domain,0,0,2,2
Ferredoxin reductase,16,14,9,7
"Ferredoxin, 2Fe-2S",79,71,46,37
Ferredoxin--NADP(+) reductase (EC 1.18.1.2),10,8,3,4
"Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)",10,7,25,22
Ferredoxin--nitrite reductase (EC 1.7.7.1),27,22,0,0
Ferredoxin--sulfite reductase (EC 1.8.7.1),25,21,1,2
Ferredoxin-NADP(+) reductase (EC 1.18.1.2),6,6,0,0
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),129,129,47,40
Ferredoxin-type protein NapG (periplasmic nitrate reductase),0,0,3,1
"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC",19,12,1,1
"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB",0,0,1,1
"Ferric iron ABC transporter, ATP-binding protein",81,67,24,19
"Ferric iron ABC transporter, iron-binding protein",227,211,71,67
"Ferric iron ABC transporter, permease protein",288,261,80,71
"Ferric siderophore transport system, biopolymer transport protein ExbB",51,50,19,21
"Ferric siderophore transport system, periplasmic binding protein TonB",54,61,21,17
Ferric uptake regulation protein,14,15,1,1
Ferric uptake regulation protein FUR,136,111,36,33
Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3),1,0,0,0
Ferrichrome-iron receptor,74,69,27,26
Ferritin-like protein 2,4,6,1,0
"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)",413,413,141,136
Ferrous iron transport protein A,1,1,0,0
Ferrous iron transport protein B,265,265,75,77
Ferroxidase (EC 1.16.3.1),3,2,1,1
Feruloyl-CoA synthetase,15,5,1,1
Fibrillarin,3,4,4,3
Fibrinogen-binding protein,0,8,2,2
Fibronectin-binding protein,1,0,3,4
Fibronectin/fibrinogen-binding protein,1,3,4,0
Filamentous haemagglutinin family outer membrane protein associated with VreARI signalling system,4,2,1,0
Flagella-related protein FlaI,7,4,1,1
Flagellar L-ring protein FlgH,47,33,3,1
Flagellar M-ring protein FliF,53,45,10,7
Flagellar P-ring protein FlgI,107,99,44,42
Flagellar assembly factor FliW,1,1,2,2
Flagellar assembly protein FliH,2,2,2,2
Flagellar basal-body P-ring formation protein FlgA,0,0,3,2
Flagellar basal-body rod modification protein FlgD,35,31,11,10
Flagellar basal-body rod protein FlgB,32,34,4,1
Flagellar basal-body rod protein FlgC,35,34,14,10
Flagellar basal-body rod protein FlgF,31,22,11,8
Flagellar basal-body rod protein FlgG,65,68,23,24
Flagellar biosynthesis protein FlhA,122,117,44,47
Flagellar biosynthesis protein FlhB,73,69,17,12
Flagellar biosynthesis protein FlhF,2,0,2,2
Flagellar biosynthesis protein FliC,7,7,2,1
Flagellar biosynthesis protein FliL,1,1,1,1
Flagellar biosynthesis protein FliO,1,0,1,1
Flagellar biosynthesis protein FliP,68,56,13,11
Flagellar biosynthesis protein FliQ,18,20,3,2
Flagellar biosynthesis protein FliR,35,31,11,9
Flagellar biosynthesis protein FliS,4,9,2,2
Flagellar hook protein FlgE,113,105,26,23
Flagellar hook subunit protein,1,1,0,0
Flagellar hook-associated protein FlgK,22,20,4,3
Flagellar hook-associated protein FlgL,10,5,1,2
Flagellar hook-associated protein FliD,7,7,1,1
Flagellar hook-basal body complex protein FliE,22,27,1,3
Flagellar hook-length control protein FliK,155,139,164,130
Flagellar motor rotation protein MotA,109,73,21,22
Flagellar motor rotation protein MotB,179,164,27,28
Flagellar motor switch protein FliG,99,120,16,11
Flagellar motor switch protein FliM,25,24,9,10
Flagellar motor switch protein FliN,18,19,7,2
Flagellar protein FlgJ [peptidoglycan hydrolase] (EC 3.2.1.-),17,10,2,1
Flagellar protein FlgP,0,1,0,0
Flagellar protein FlgT,1,0,0,0
Flagellar regulatory protein FleQ,72,76,23,23
Flagellar sensor histidine kinase FleS,0,1,0,2
Flagellar synthesis regulator FleN,21,21,9,8
Flagellar transcriptional activator FlhD,0,0,2,2
Flagellin,37,31,12,9
Flagellin protein FlaA,28,22,15,14
Flagellin protein FlaB,44,31,9,9
Flagellin protein FlaC,3,5,0,0
Flagellin protein FlaG,1,1,0,0
Flagellum-specific ATP synthase FliI,91,83,24,18
Flap structure-specific endonuclease (EC 3.-.-.-),12,11,10,8
Flavin reductase (EC 1.5.1.30),1,1,2,2
"Flavin reductase family, FMN-binding",5,3,2,2
Flavodoxin,85,84,13,16
Flavodoxin 1,5,4,2,2
Flavodoxin 2,3,2,1,1
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,44,36,6,5
Flp pilus assembly protein RcpC/CpaB,5,3,3,1
Flp pilus assembly protein TadB,2,2,8,4
"Flp pilus assembly protein TadD, contains TPR repeat",1,2,4,3
FolM Alternative dihydrofolate reductase 1,117,118,37,33
"Folate biosynthesis protein PTPS-III, catalyzes a reaction that bypasses dihydroneopterin aldolase (FolB)",13,13,1,0
Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress,133,123,33,26
Foldase protein PrsA precursor (EC 5.2.1.8),13,11,3,4
Folylpolyglutamate synthase (EC 6.3.2.17),188,183,59,55
Formaldehyde activating enzyme,10,8,2,1
"Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66)",2,0,0,0
Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),230,209,56,51
"Formate dehydrogenase -O, gamma subunit (EC 1.2.1.2)",41,39,4,8
Formate dehydrogenase H (EC 1.2.1.2),1,1,1,0
Formate dehydrogenase O alpha subunit (EC 1.2.1.2),2,1,2,2
Formate dehydrogenase O beta subunit (EC 1.2.1.2),1,1,0,0
Formate dehydrogenase O gamma subunit (EC 1.2.1.2),1,1,0,0
Formate dehydrogenase alpha subunit (EC 1.2.1.2),1,0,0,0
Formate dehydrogenase chain D (EC 1.2.1.2),166,159,39,38
Formate dehydrogenase putative subunit (EC 1.2.1.2),2,0,1,0
Formate dehydrogenase related protein,1,0,1,2
"Formate dehydrogenase-O, iron-sulfur subunit (EC 1.2.1.2)",15,10,2,0
"Formate dehydrogenase-O, major subunit (EC 1.2.1.2)",163,141,63,58
Formate efflux transporter (TC 2.A.44 family),0,0,2,2
Formate hydrogenlyase subunit 3,1,1,1,1
Formate hydrogenlyase subunit 5,1,0,1,1
Formate hydrogenlyase transcriptional activator,10,19,8,7
Formate--tetrahydrofolate ligase (EC 6.3.4.3),355,365,98,89
Formiminoglutamase (EC 3.5.3.8),16,13,2,1
Formiminoglutamic iminohydrolase (EC 3.5.3.13),6,7,16,18
Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4),2,0,3,3
Formylmethanofuran dehydrogenase subunit A (EC 1.2.99.5),8,8,1,1
Formylmethanofuran dehydrogenase subunit D (EC 1.2.99.5),1,0,0,0
Formylmethanofuran--tetrahydromethanopterin N-formyltransferase (EC 2.3.1.101),0,1,0,0
Formyltetrahydrofolate deformylase (EC 3.5.1.10),73,73,43,37
Fosfomycin resistance protein FosA,1,1,1,1
Fosfomycin resistance protein FosX,0,0,1,1
Fructokinase (EC 2.7.1.4),229,210,78,69
Fructokinase FrcK (EC 2.7.1.4),4,4,1,2
Fructokinase in mannitol utilization gene cluster (EC 2.7.1.4),0,1,1,0
"Fructose ABC transporter, ATP-binding component FrcA",19,24,8,8
"Fructose ABC transporter, permease component FrcC",33,42,7,8
"Fructose ABC transporter, substrate-binding component FrcB",60,50,12,11
"Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)",1,1,1,3
"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)",182,179,64,58
"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)",53,49,29,28
"Fructose-1,6-bisphosphatase, type V, archaeal (EC 3.1.3.11)",1,0,0,0
Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),31,23,2,3
Fructose-bisphosphate aldolase class I (EC 4.1.2.13),268,259,112,109
Fructose-bisphosphate aldolase class II (EC 4.1.2.13),249,232,116,107
"Fructose-bisphosphate aldolase, archaeal class I (EC 4.1.2.13)",4,4,1,1
"FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA",1,1,0,1
Fucose permease,49,51,15,13
Fumarate and nitrate reduction regulatory protein,0,0,5,3
Fumarate hydratase class I (EC 4.2.1.2),2,1,3,3
"Fumarate hydratase class I, N-terminal domain",6,5,2,1
"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",168,153,72,63
"Fumarate hydratase class I, anaerobic (EC 4.2.1.2)",3,3,8,5
Fumarate hydratase class II (EC 4.2.1.2),524,526,217,191
Fumarate reductase cytochrome b subunit,4,2,0,0
Fumarate reductase flavoprotein subunit (EC 1.3.99.1),51,35,3,4
Fumarate reductase subunit D,16,12,0,0
Fumarylacetoacetase (EC 3.7.1.2),92,95,51,43
Fumarylacetoacetate (FAA) hydrolase (EC 3.7.1.5),3,2,2,2
Fumarylacetoacetate (FAA) hydrolase (EC 4.1.1.68),1,0,0,0
Fumarylacetoacetate hydrolase family protein,202,197,79,66
Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR,6,8,6,3
Fused spore maturation proteins A and B,4,5,8,4
G:T/U mismatch-specific uracil/thymine DNA-glycosylase,1,3,1,1
GABA aminotransferase,2,1,2,3
GABA aminotransferase (EC 2.6.1.19),0,0,1,0
GAF domain/GGDEF domain/EAL domain protein,0,0,5,4
GDP-L-fucose synthetase (EC 1.1.1.271),223,227,57,51
"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",230,207,48,40
GDP-mannose 6-dehydrogenase (EC 1.1.1.132),7,7,7,9
GDP-mannose pyrophosphatase YffH,1,0,0,0
GDSL-like lipase/acylhydrolase,1,1,0,0
