level1	level2	level3	function	nador_lagoon_1	nador_lagoon_2	oualidia_lagoon_1	oualidia_lagoon_2
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA polymerase IV (EC 2.7.7.7)	213	211	69	54
Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	DNA polymerase X family	3	4	5	1
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_replication	DNA polymerase sliding clamp, phage-associated	24	32	0	0
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_replication	DNA polymerase, phage-associated	102	80	44	33
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA polymerase-like protein PA0670	31	26	2	0
DNA Metabolism	DNA replication	DNA-replication	DNA primase (EC 2.7.7.-)	544	508	166	141
DNA Metabolism	DNA replication	DNA_replication,_archaeal	DNA primase large subunit (EC 2.7.7.-)	0	0	2	2
Clustering-based subsystems	NULL	DNA_replication_cluster_1	DNA recombination and repair protein RecF	190	168	37	36
DNA Metabolism	DNA repair	DNA_repair,_bacterial_RecFOR_pathway	DNA recombination and repair protein RecO	109	106	20	23
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA recombination protein RmuC	292	280	123	116
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA recombination-dependent growth factor C	3	3	4	3
DNA Metabolism	DNA recombination	DNA_recombination,_archaeal	DNA repair and recombination protein RadA	1	1	1	1
DNA Metabolism	DNA recombination	DNA_recombination,_archaeal	DNA repair and recombination protein RadB	1	1	0	0
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA repair exonuclease family protein YhaO	0	1	5	5
DNA Metabolism	DNA repair	DNA_repair_and_recombination_eukaryotic	DNA repair protein RAD51	1	1	5	4
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA repair protein RadA	294	274	134	111
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA repair protein RadC	44	45	30	31
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA repair protein RecN	295	242	65	51
DNA Metabolism	DNA replication	DNA_replication,_archaeal	DNA replication helicase protein MCM	4	3	9	6
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	r1t-like_streptococcal_phages	DNA replication protein DnaC	1	1	0	0
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_replication	DNA replication protein, phage-associated	1	1	0	0
DNA Metabolism	NULL	DNA_phosphorothioation	DNA sulfur modification protein DndB	3	3	3	3
DNA Metabolism	NULL	DNA_phosphorothioation	DNA sulfur modification protein DndD	8	5	0	0
DNA Metabolism	NULL	DNA_phosphorothioation	DNA sulfur modification protein DndE	0	1	0	0
Membrane Transport	Protein and nucleoprotein secretion system, Type IV	pVir_Plasmid_of_Campylobacter	DNA topoisomerase I (EC 5.99.1.2)	1052	1031	379	350
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase I, eukaryotic-type (EC 5.99.1.2)	2	3	1	3
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase IB (poxvirus type) (EC 5.99.1.2)	0	0	1	1
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	DNA topoisomerase II (EC 5.99.1.3)	45	37	53	51
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase III (EC 5.99.1.2)	21	17	24	27
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)	1	1	0	0
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase III, Burkholderia type (EC 5.99.1.2)	11	14	7	2
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase III, TraE-type (EC 5.99.1.2)	3	3	0	0
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_I,_ATP-independent	DNA topoisomerase V	9	10	1	1
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	DNA topoisomerase VI subunit A (EC 5.99.1.3)	3	2	0	0
DNA Metabolism	DNA replication	DNA_topoisomerases,_Type_II,_ATP-dependent	DNA topoisomerase VI subunit B (EC 5.99.1.3)	3	4	5	3
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_replication	DNA topoisomerase, phage-associated	19	14	14	10
Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	53	57	37	39
DNA Metabolism	DNA repair	DNA_Repair_Base_Excision	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	29	22	3	1
Membrane Transport	NULL	Transport_of_Molybdenum	DNA-binding domain of ModE	1	0	5	5
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium_resistance	DNA-binding heavy metal response regulator	8	6	4	3
DNA Metabolism	NULL	DNA_structural_proteins,_bacterial	DNA-binding protein Fis	4	3	7	3
DNA Metabolism	NULL	Nucleoid-associated_proteins_in_Bacteria	DNA-binding protein H-NS	5	4	1	1
DNA Metabolism	NULL	DNA_structural_proteins,_bacterial	DNA-binding protein HBsu	10	3	1	1
DNA Metabolism	NULL	DNA_structural_proteins,_bacterial	DNA-binding protein HU	122	133	36	30
DNA Metabolism	NULL	DNA_structural_proteins,_bacterial	DNA-binding protein HU-alpha	3	2	2	1
Regulation and Cell signaling	NULL	The_Chv_regulatory_system_of_Alphaproteobacteria	DNA-binding response regulator ChvI	114	113	35	29
Regulation and Cell signaling	Regulation of virulence	Two-component_Response_Regulator_of_Virulence_ResDE	DNA-binding response regulator ResD	5	6	0	2
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA-cytosine methyltransferase (EC 2.1.1.37)	90	81	28	29
DNA Metabolism	DNA repair	DNA_repair,_bacterial	DNA-damage-inducible protein J	0	0	6	5
RNA Metabolism	Transcription	RNA_polymerase_I	DNA-directed RNA polymerase I 36 kDa polypeptide (EC 2.7.7.6)	0	0	1	1
RNA Metabolism	Transcription	RNA_polymerase_I	DNA-directed RNA polymerase I largest subunit (EC 2.7.7.6)	1	3	6	4
RNA Metabolism	Transcription	RNA_polymerase_I	DNA-directed RNA polymerase I second largest subunit (EC 2.7.7.6)	1	1	9	9
RNA Metabolism	Transcription	RNA_polymerase_II	DNA-directed RNA polymerase II 45 kDa polypeptide (EC 2.7.7.6)	0	0	1	1
RNA Metabolism	Transcription	RNA_polymerase_II	DNA-directed RNA polymerase II largest subunit (EC 2.7.7.6)	14	15	19	22
RNA Metabolism	Transcription	RNA_polymerase_II	DNA-directed RNA polymerase II second largest subunit (EC 2.7.7.6)	22	17	42	40
RNA Metabolism	Transcription	RNA_polymerase_III	DNA-directed RNA polymerase III largest subunit (EC 2.7.7.6)	2	3	14	13
RNA Metabolism	Transcription	RNA_polymerase_III	DNA-directed RNA polymerase III second largest subunit (EC 2.7.7.6)	12	8	10	8
Miscellaneous	Plant-Prokaryote DOE project	At2g23840	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	484	476	166	146
RNA Metabolism	Transcription	RNA_polymerase_chloroplast	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6), chloroplast	1	1	2	1
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase alpha subunit domain	8	4	1	0
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	1852	1730	786	705
RNA Metabolism	Transcription	RNA_polymerase_chloroplast	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6), chloroplast	6	6	4	4
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	1730	1673	751	682
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	228	205	79	75
RNA Metabolism	Transcription	RNA_polymerase_chloroplast	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6), chloroplast	13	9	8	8
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	1	0	1	0
RNA Metabolism	Transcription	RNA_polymerase_bacterial	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	102	98	49	43
RNA Metabolism	Transcription	RNA_polymerase_chloroplast	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6), chloroplast	26	28	34	24
Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	142	133	45	40
Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	DNA-directed RNA polymerase specialized sigma subunit, sigma24-like	1	11	4	5
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit A (EC 2.7.7.6)	2	0	0	0
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	15	14	4	5
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	0	0	3	9
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit B (EC 2.7.7.6)	16	18	12	14
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	8	8	8	16
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	1	1	0	0
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	2	1	1	0
RNA Metabolism	Transcription	RNA_polymerase_archaeal	DNA-directed RNA polymerase subunit N (EC 2.7.7.6)	1	1	0	0
RNA Metabolism	Transcription	RNA_polymerase_III	DNA-directed RNA polymerases I and III 40 kDa polypeptide (EC 2.7.7.6)	1	1	3	1
RNA Metabolism	Transcription	RNA_polymerase_II	DNA-directed RNA polymerases I, II, and III 15 kDa polypeptide (EC 2.7.7.6)	1	1	3	2
RNA Metabolism	Transcription	RNA_polymerase_I	DNA-directed RNA polymerases I, II, and III 27 kDa polypeptide (EC 2.7.7.6)	0	1	5	2
Miscellaneous	Plant-Prokaryote DOE project	At1g69340_At2g40600	DNA/RNA-binding protein Alba	0	1	0	0
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	DUF1022 domain-containing protein	76	79	12	11
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ-Iron	DUF1794	5	4	5	7
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Methanopterin_biosynthesis2	DUF447 family protein	0	0	1	1
Nucleosides and Nucleotides	NULL	Hydantoin_metabolism	Deacetylases, including yeast histone deacetylase and acetoin utilization protein	133	112	51	42
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	Death on curing protein, Doc toxin	11	15	8	8
Protein Metabolism	Protein degradation	Protein_degradation	Deblocking aminopeptidase (EC 3.4.11.-)	4	5	8	5
Miscellaneous	Plant-Prokaryote DOE project	COG0398	DedA family protein, putative	22	18	3	3
Miscellaneous	NULL	DedA_family_of_inner_membrane_proteins	DedA protein	3	1	6	6
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Dolichol_metabolism	Dehydrodolichyl diphosphate synthase (EC 2.5.1.-)	0	0	1	1
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl_Diphosphate_Biosynthesis	Dehydrosqualene desaturase (EC 1.14.99.-) (Diapophytoene desaturase) (4,4'-diapophytoene desaturase)	0	0	1	1
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation	Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21)	4	9	1	0
Clustering-based subsystems	NULL	CBSS-196620.1.peg.2477	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	248	237	87	77
Stress Response	Dessication stress	O-antigen_capsule_important_for_environmental_persistence	DeoR-type transcriptional regulator YihW	1	0	0	0
Nucleosides and Nucleotides	Purines	Purine_conversions	Deoxyadenosine kinase (EC 2.7.1.76)	63	65	10	11
Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	280	261	86	66
Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions	Deoxycytidylate 5-hydroxymethyltransferase (EC 2.1.2.8)	17	11	5	5
Nucleosides and Nucleotides	Purines	Purine_conversions	Deoxyguanosine kinase (EC 2.7.1.113)	69	70	10	11
Secondary Metabolism	Plant Alkaloids	Alkaloid_biosynthesis_from_L-lysine	Deoxyhypusine synthase	234	234	124	119
Clustering-based subsystems	NULL	EC699-706	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	679	618	209	185
DNA Metabolism	DNA repair	DNA_repair,_bacterial_photolyase	Deoxyribodipyrimidine photolyase, single-strand-specific	10	10	3	3
DNA Metabolism	DNA repair	DNA_repair,_bacterial_photolyase	Deoxyribodipyrimidine photolyase, type II (EC 4.1.99.3)	25	33	8	11
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine_translocation_system	Deoxyribonuclease TatD	25	13	5	3
Clustering-based subsystems	NULL	Nucleoside_Catabolism_cluster	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	107	90	64	52
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	213	196	76	68
Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis	Dephospho-CoA kinase (EC 2.7.1.24)	103	104	29	24
Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin_biosynthesis	Dethiobiotin synthetase (EC 6.3.3.3)	32	34	7	5
Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline_transport_and_metabolism	DgcA Dimethylglycine demethylase subunit A	3	2	1	1
Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline_transport_and_metabolism	DgcB Dimethylglycine demethylase subunit B	0	1	0	0
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent_Peptide_Transporters	Di-/tripeptide transporter	159	151	52	43
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent_Peptide_Transporters	Di/tripeptide permease DtpA	4	5	0	0
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent_Peptide_Transporters	Di/tripeptide permease DtpT	24	23	5	5
Clustering-based subsystems	NULL	EC699-706	Di/tripeptide permease YbgH	2	2	0	0
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent_Peptide_Transporters	Di/tripeptide permease YjdL	48	48	11	11
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	Diacylglycerol kinase (EC 2.7.1.107)	31	25	10	7
Stress Response	Osmotic stress	Ectoine_biosynthesis_and_regulation	Diaminobutyrate-pyruvate aminotransferase (EC 2.6.1.46)	2	2	16	11
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin,_FMN_and_FAD_metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	7	6	0	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	464	443	170	161
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	Diaminopimelate epimerase (EC 5.1.1.7)	233	219	80	75
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids	Digeranylgeranylglycerophospholipid reductase	1	1	1	1
Iron acquisition and metabolism	Siderophores	Siderophore_pyochelin	Dihydroaeruginoate synthetase PchE, non-ribosomal peptide synthetase modules	0	1	3	1
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	Dihydrodipicolinate reductase (EC 1.3.1.26)	262	237	70	52
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	Dihydrodipicolinate synthase (EC 4.2.1.52)	315	271	139	119
Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid_biosynthesis	Dihydroflavonol-4-reductase (EC 1.1.1.219)	14	11	3	4
Miscellaneous	Plant-Prokaryote DOE project	COG4319	Dihydrofolate reductase (EC 1.5.1.3)	68	63	25	26
Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_DNA_synthesis	Dihydrofolate reductase, phage-associated	1	0	0	0
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate_Biosynthesis	Dihydrofolate synthase (EC 6.3.2.12)	124	113	31	29
Carbohydrates	Fermentation	Acetoin,_butanediol_metabolism	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)	5	4	1	0
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	539	487	232	230
Amino Acids and Derivatives	Branched-chain amino acids	Valine_degradation	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	161	140	61	62
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_cleavage_system	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	264	248	93	81
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	527	466	159	150
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)	7	4	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine_degradation	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	69	60	43	33
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	126	102	58	53
Carbohydrates	Central carbohydrate metabolism	TCA_Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	529	518	175	155
Miscellaneous	Plant-Prokaryote DOE project	COG3146_experimental	Dihydroneopterin aldolase (EC 4.1.2.25)	136	121	21	14
Miscellaneous	Plant-Prokaryote DOE project	COG3146_experimental	Dihydroneopterin triphosphate epimerase	2	4	2	3
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate_Biosynthesis	Dihydroneopterin triphosphate pyrophosphohydrolase type 2 (nudB)	3	1	1	1
Miscellaneous	Plant-Prokaryote DOE project	COG0523	Dihydroorotase (EC 3.5.2.3)	722	696	231	203
Clustering-based subsystems	Hypothetical Related to Dihydroorate Dehydrogenase	Hypothetical_Related_to_Dihydroorotate_dehydrogenase	Dihydroorotate dehydrogenase (EC 1.3.3.1)	371	328	103	96
Nucleosides and Nucleotides	Pyrimidines	De_Novo_Pyrimidine_Synthesis	Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)	5	2	1	0
Nucleosides and Nucleotides	Pyrimidines	De_Novo_Pyrimidine_Synthesis	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)	38	31	8	5
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin_biosynthesis	Dihydropteridine reductase (EC 1.5.1.34)	11	14	14	18
Miscellaneous	Plant-Prokaryote DOE project	DMT_transporter	Dihydropteroate synthase (EC 2.5.1.15)	235	228	88	74
Nucleosides and Nucleotides	NULL	Hydantoin_metabolism	Dihydropyrimidinase (EC 3.5.2.2)	64	61	8	9
Nucleosides and Nucleotides	Pyrimidines	Novel_non-oxidative_pathway_of_Uracil_catabolism	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)	33	29	9	7
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain_Amino_Acid_Biosynthesis	Dihydroxy-acid dehydratase (EC 4.2.1.9)	945	917	288	264
Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	Dihydroxyacetone kinase family protein	1	3	0	0
Carbohydrates	Central carbohydrate metabolism	Dihydroxyacetone_kinases	Dihydroxyacetone kinase, ATP-dependent (EC 2.7.1.29)	3	4	7	6
Nucleosides and Nucleotides	Detoxification	Housecleaning_nucleoside_triphosphate_pyrophosphatases	Dimeric dUTPase (EC 3.6.1.23)	14	14	2	2
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Erythromycin_resistance	Dimethyladenosine transferase (EC 2.1.1.-)	240	207	83	71
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids	Dimethylallyltransferase (EC 2.5.1.1)	256	237	46	48
