,gene function,organism,oualidia_2_counts,phylum,class,order,family
2068,FolC bifunctional protein,Phaeobacter gallaeciensis BS107,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2069,Formate C-acetyltransferase,Denitrovibrio acetiphilus DSM 12809,1,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
2070,Formate dehydrogenas,Limnobacter sp. MED105,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
2071,Formate--tetrahydrofolate ligase,Sinorhizobium meliloti AK83,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
2072,Formyl-CoA transferase,Thermanaerovibrio acidaminovorans DSM 6589,1,Synergistetes,Synergistia,Synergistales,Synergistaceae
2073,Frs2p,Saccharomyces cerevisiae S288c,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae
2074,Fructosamine/Ketosamine-3-kinase,Conexibacter woesei DSM 14684,1,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae
2075,FtsH peptidase,Geobacter metallireducens GS-15,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
2076,FtsH peptidase,Prochlorococcus marinus str. MIT 9312,2,Cyanobacteria,,Synechococcales,Prochloraceae
2077,FtsK/SpoIIIE domain-containing protein,Geobacter bemidjiensis Bem,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
2078,FtsK/SpoIIIE family protein,Roseovarius sp. 217,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2079,FtsW-like protein,Bifidobacterium animalis subsp. lactis Bl-04,1,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae
2080,Fumarate hydratase,Burkholderia rhizoxinica HKI 454,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
2081,Fumarylacetoacetas,Pediculus humanus corporis,1,Arthropoda,Insecta,Phthiraptera,Pediculidae
2082,Fur family ferric uptake regulator,Allochromatium vinosum DSM 180,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
2083,GAF domain-containing protein,Geobacillus thermodenitrificans NG80-2,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
2084,GAF domain-containing protein,Prochlorococcus marinus str. MIT 9215,1,Cyanobacteria,,Synechococcales,Prochloraceae
2085,GAF sensor signal transduction histidine kinase,Herpetosiphon aurantiacus ATCC 23779,1,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae
2086,GATA zinc finger domain-containing protein 4,Dictyostelium discoideum AX4,1,,,Dictyosteliida,
2087,GCN5-related N-acetyltransferase,Flavobacteria bacterium MS024-2A,2,Bacteroidetes,Flavobacteriia,,
2088,GCN5-related N-acetyltransferase,Flavobacteria bacterium MS024-3C,1,Bacteroidetes,Flavobacteriia,,
2089,GCN5-related N-acetyltransferase,Flavobacteriales bacterium ALC-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
2090,GCN5-related N-acetyltransferase,Jannaschia sp. CCS1,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2091,GCN5-related N-acetyltransferase,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2092,GCN5-related N-acetyltransferase,Ruegeria sp. TM1040,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2093,GCN5-related N-acetyltransferase,Victivallis vadensis ATCC BAA-548,1,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae
2094,GDP dissociation inhibitor Gdi1 (predicted),Schizosaccharomyces pombe 972h-,1,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae
2095,GDP-L-fucose synthase,Geobacter bemidjiensis Bem,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
2096,GDP-L-fucose synthetase,Shewanella violacea DSS12,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
2097,GDP-fucose synthetase,Yersinia pestis Nepal516,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
2098,GDP-mannose,Dethiosulfovibrio peptidovorans DSM 11002,1,Synergistetes,Synergistia,Synergistales,Synergistaceae
2099,GDP-mannose,Homo sapiens,2,Chordata,Mammalia,Primates,Hominidae
2100,GDP-mannose,Methanococcus maripaludis C7,2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae
2101,GDP-mannose,Methanohalophilus mahii DSM 5219,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
2102,GDP-mannose,Myxococcus xanthus DK 1622,5,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae
2103,GDP-mannose,Nitrobacter winogradskyi Nb-255,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
2104,GDP-mannose,Ruminococcus sp. 5_1_39BFAA,1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
2105,GDP-mannose,Thermotogales bacterium mesG1.Ag.4.2,1,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae
2106,GDP-mannose,Xylella fastidiosa Temecula1,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
2107,GDP-mannose,Yersinia enterocolitica subsp. enterocolitica 8081,2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
2108,GDP-mannose 6-dehydrogenase AlgD,Pseudomonas aeruginosa C3719,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
2109,GF11069,Drosophila ananassae,1,Arthropoda,Insecta,Diptera,Drosophilidae
2110,GF12023,Drosophila ananassae,1,Arthropoda,Insecta,Diptera,Drosophilidae
2111,GF15099,Drosophila ananassae,3,Arthropoda,Insecta,Diptera,Drosophilidae
2112,GGDEF domain protein,Alteromonas macleodii ''Deep ecotype'',1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
2113,GGDEF domain protein,Octadecabacter antarcticus 307,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2114,GGDEF domain protein,marine gamma proteobacterium HTCC2148,1,,,,
2115,GGDEF domain-containing protein,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
2116,GGDEF domain-containing protein,Thermus thermophilus HB8,1,,Deinococci,Thermales,Thermaceae
2117,GGDEF/GAF domain-containing protein,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
2118,GLutamiNe synthetase (glutamate-ammonia ligase) family member (gln-3),Caenorhabditis elegans,1,Nematoda,Chromadorea,Rhabditida,Rhabditidae
2119,GMC type oxidoreductase,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
2120,GMP reductase,Vibrio sp. RC341,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
2121,GMP reductase 2,Phytophthora infestans T30-4,3,,Oomycetes,Peronosporales,
2122,GMP synthas,Arcanobacterium haemolyticum DSM 20595,2,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
2123,GMP synthas,Flavobacteria bacterium MS024-2A,3,Bacteroidetes,Flavobacteriia,,
2124,GMP synthase,Bifidobacterium longum NCC2705,3,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae
2125,GMP synthase,Carboxydothermus hydrogenoformans Z-2901,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
2126,GMP synthase,Clavibacter michiganensis subsp. sepedonicus,3,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
2127,GMP synthase,Comamonas testosteroni S44,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
2128,GMP synthase,Corynebacterium glutamicum R,2,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
2129,GMP synthase,Desulfovibrio vulgaris DP4,3,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
2130,GMP synthase,Enterobacter sp. 638,2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
2131,GMP synthase,Methylococcus capsulatus str. Bath,2,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae
2132,GMP synthase,Pseudomonas aeruginosa PAO1,5,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
2133,GMP synthase,Rhodobacterales bacterium HTCC2255,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
2134,GMP synthase,Thermotoga maritima MSB8,2,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae
2135,GMP synthase,Thioalkalivibrio sp. HL-EbGR7,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
2136,GMP synthase,Xanthomonas oryzae pv. oryzae KACC10331,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
2137,GMP synthase (glutamine-hydrolyzing),Dictyoglomus thermophilum H-6-12,1,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae
2138,GMP synthase (glutamine-hydrolyzing),marine gamma proteobacterium HTCC2080,2,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
2139,GMP synthase [glutamine-hydrolyzing,Erwinia billingiae Eb661,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
2140,GNAT family acetyltransferase,Proteus mirabilis ATCC 29906,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
2141,GTP cyclohydrolase,Candida dubliniensis CD36,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae
2142,GTP cyclohydrolase,Saccharophagus degradans 2-40,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
2143,GTP cyclohydrolase I,Flavobacteriales bacterium ALC-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
2144,GTP cyclohydrolase I,Polaribacter irgensii 23-P,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
2145,GTP cyclohydrolase II,Hahella chejuensis KCTC 2396,5,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
2146,GTP cyclohydrolase II,Paracoccus denitrificans PD1222,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2147,GTP cyclohydrolase II,Ruegeria sp. TM1040,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2148,GTP cyclohydrolase II,Teredinibacter turnerae T7901,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
2149,GTP cyclohydrolase II protein,Pseudoalteromonas tunicata D2,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
2150,GTP pyrophosphokinase,Coxiella burnetii Dugway 5J108-111,2,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae
2151,GTP pyrophosphokinase,Propionibacterium acnes KPA171202,2,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae
2152,GTP pyrophosphokinase,Vibrio cholerae M66-2,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
2153,GTP-Binding protein lepA,Candidatus Pelagibacter ubique HTCC1002,21,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
2154,GTP-binding and nucleic acid-binding protein YchF,Vibrio sp. Ex25,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
2155,GTP-binding elongation factor,Proteus mirabilis ATCC 29906,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
2156,GTP-binding nuclear protein GSP1/Ran,Clavispora lusitaniae ATCC 42720,1,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae
2157,GTP-binding protei,Dehalococcoides ethenogenes 195,1,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae
2158,GTP-binding protei,Ixodes scapularis,2,Arthropoda,Arachnida,Ixodida,Ixodidae
2159,GTP-binding protein,Desulfotalea psychrophila LSv54,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae
2160,GTP-binding protein,Sulfitobacter sp. EE-36,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2161,GTP-binding protein,Vibrio cholerae 1587,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
2162,GTP-binding protein EngA,Burkholderia multivorans ATCC 17616,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
2163,GTP-binding protein EngA,Leeuwenhoekiella blandensis MED217,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
2164,GTP-binding protein EngA,Leifsonia xyli subsp. xyli str. CTCB07,12,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
2165,GTP-binding protein EngA,Oceanobacillus iheyensis HTE831,3,Firmicutes,Bacilli,Bacillales,Bacillaceae
2166,GTP-binding protein EngA,Rhodopseudomonas palustris HaA2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
2167,GTP-binding protein EngA,Ruegeria sp. TM1040,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2168,GTP-binding protein Era,Kineococcus radiotolerans SRS30216,2,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae
2169,GTP-binding protein Era,Mycobacterium avium 104,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
2170,GTP-binding protein Era,Mycobacterium vanbaalenii PYR-1,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
2171,GTP-binding protein Era,Pedobacter heparinus DSM 2366,2,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
2172,GTP-binding protein Era,Robiginitalea biformata HTCC2501,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
2173,GTP-binding protein HSR1-related,Anaeromyxobacter sp. Fw109-5,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
2174,GTP-binding protein HflX,Psychroflexus torquis ATCC 700755,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
2175,GTP-binding protein HflX,Sphingobacterium spiritivorum ATCC 33861,2,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
2176,GTP-binding protein LepA,Alcanivorax borkumensis SK2,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
2177,GTP-binding protein LepA,Cronobacter sakazakii ATCC BAA-894,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
2178,GTP-binding protein LepA,Filifactor alocis ATCC 35896,1,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae
2179,GTP-binding protein LepA,Maribacter sp. HTCC2170,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
2180,GTP-binding protein LepA,Marinobacter sp. ELB17,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
2181,GTP-binding protein LepA,Nitrobacter hamburgensis X14,8,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
2182,GTP-binding protein LepA,Nitrosomonas europaea ATCC 19718,1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
2183,GTP-binding protein LepA,Ochrobactrum anthropi ATCC 49188,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
2184,GTP-binding protein LepA,Pseudomonas syringae pv. syringae B728a,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
2185,GTP-binding protein LepA,Roseovarius sp. 217,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2186,GTP-binding protein LepA,Verrucomicrobium spinosum DSM 4136,2,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
2187,GTP-binding protein Obg/CgtA,Alicycliphilus denitrificans BC,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
2188,GTP-binding protein Obg/CgtA,Candidatus Pelagibacter sp. HTCC7211,33,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
2189,GTP-binding protein Obg/CgtA,Escherichia coli O157:H7 str. EC4206,2,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
2190,GTP-binding protein Obg/CgtA,Microscilla marina ATCC 23134,1,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
2191,GTP-binding protein Typ,Roseobacter denitrificans OCh 114,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2192,GTP-binding protein TypA,Arcanobacterium haemolyticum DSM 20595,1,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
2193,GTP-binding protein TypA,Desulfuromonas acetoxidans DSM 684,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
2194,GTP-binding protein TypA,Frankia sp. CcI3,1,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
2195,GTP-binding protein TypA,Gallionella capsiferriformans ES-2,2,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
2196,GTP-binding protein TypA,Gluconacetobacter hansenii ATCC 23769,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
2197,GTP-binding protein TypA/BipA,Haemophilus influenzae RdAW,2,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
2198,GTP-binding protein YchF,Arthrospira maxima CS-328,1,Cyanobacteria,,Oscillatoriales,Microcoleaceae
2199,GTP-binding protein YchF,Brevibacterium mcbrellneri ATCC 49030,5,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
2200,GTP-binding protein YchF,Cellvibrio japonicus Ueda107,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
2201,GTP-binding protein YchF,Roseobacter sp. MED193,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2202,GTP-binding protein YchF,Truepera radiovictrix DSM 17093,1,,Deinococci,Deinococcales,Trueperaceae
2203,GTP-binding protein YchF,gamma proteobacterium NOR51-B,3,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
2204,GTP-binding protein elongation factor,Leifsonia xyli subsp. xyli str. CTCB07,14,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
2205,GTP-binding protein eng,Ricinus communis,1,Streptophyta,,Malpighiales,Euphorbiaceae
2206,GTP-binding protein engA,Congregibacter litoralis KT71,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
2207,GTP-binding protein in thiophene and furan oxidation,Neptuniibacter caesariensis,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
2208,GTP-binding protein lepA,Actinobacillus pleuropneumoniae serovar 13 str. N273,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
2209,GTP-binding protein lepA,Pseudomonas fluorescens WH6,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
2210,GTP-binding protein ychf,Paludibacter propionicigenes WB4,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
2211,GTP-binding proten HflX,Nitrosococcus watsoni C-113,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
2212,GTP-binding proten HflX,Xylella fastidiosa M23,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
2213,GTP-dependent nucleic acid-binding protein EngD,Chloroherpeton thalassium ATCC 35110,2,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
2214,GTP-dependent nucleic acid-binding protein EngD,Mycobacterium avium 104,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
2215,GTP-dependent nucleic acid-binding protein EngD,Nitrosomonas europaea ATCC 19718,1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
2216,GTP-dependent nucleic acid-binding protein EngD,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
2217,GTP-dependent nucleic acid-binding protein EngD,Rhodopseudomonas palustris BisB18,12,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
2218,GTP-dependent nucleic acid-binding protein EngD,Streptococcus thermophilus LMD-9,1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
2219,GTP1/OBG domain-containing protein,Alkalilimnicola ehrlichii MLHE-1,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
2220,GTP1/OBG domain-containing protein,Halorhodospira halophila SL1,2,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
2221,GTPase,Herminiimonas arsenicoxydans,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
2222,GTPase,Rothia mucilaginosa DY-18,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
2223,GTPase ObgE,Alteromonas macleodii ''Deep ecotype'',2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
2224,GTPase ObgE,Arthrobacter sp. FB24,3,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
2225,GTPase ObgE,Dechloromonas aromatica RCB,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
2226,GTPase ObgE,Sinorhizobium meliloti 1021,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
2227,GTPase activating protein Sec23a,Schizosaccharomyces pombe 972h-,4,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae
2228,GTPase dynamin-related protein,Verrucomicrobium spinosum DSM 4136,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
2229,GTPase subunit of restriction endonuclease-like protein,Bacteroides sp. D2,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
