,gene function,organism,nador_1_counts,phylum,class,order,family
1813,DNA-directed RNA polymeras,Flavobacteria bacterium BBFL7,0.0,Bacteroidetes,Flavobacteriia,,
1814,DNA-directed RNA polymeras,Flavobacteria bacterium MS024-2A,18.08,Bacteroidetes,Flavobacteriia,,
1815,DNA-directed RNA polymeras,Lactobacillus reuteri 100-23,0.0,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
1816,DNA-directed RNA polymeras,Microscilla marina ATCC 23134,0.0,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
1817,DNA-directed RNA polymeras,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,0.0,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
1818,DNA-directed RNA polymeras,Pirellula staleyi DSM 6068,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1819,DNA-directed RNA polymeras,Prevotella amnii CRIS 21A-A,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
1820,DNA-directed RNA polymeras,Prevotella oris F0302,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
1821,DNA-directed RNA polymeras,Providencia rustigianii DSM 4541,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
1822,DNA-directed RNA polymeras,Pseudomonas syringae pv. tomato str. DC3000,8.89,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1823,DNA-directed RNA polymeras,Streptomyces sp. SPB74,1.67,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
1824,DNA-directed RNA polymeras,gamma proteobacterium NOR51-B,54.76,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
1825,DNA-directed RNA polymeras,marine gamma proteobacterium HTCC2148,11.64,,,,
1826,DNA-directed RNA polymerase I largest subuni,Perkinsus marinus ATCC 50983,0.0,,,Perkinsida,Perkinsidae
1827,DNA-directed RNA polymerase II largest subuni,Ricinus communis,2.46,Streptophyta,,Malpighiales,Euphorbiaceae
1828,DNA-directed RNA polymerase alpha subunit,Croceibacter atlanticus HTCC2559,9.07,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1829,DNA-directed RNA polymerase beta chain,Blastopirellula marina DSM 3645,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1830,DNA-directed RNA polymerase beta chain,Flavobacteria bacterium BBFL7,9.9,Bacteroidetes,Flavobacteriia,,
1831,DNA-directed RNA polymerase beta subunit,Lyngbya sp. PCC 8106,0.0,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae
1832,DNA-directed RNA polymerase beta subunit,Polaribacter irgensii 23-P,10.73,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1833,DNA-directed RNA polymerase beta subunit,Sulfitobacter sp. NAS-14.1,23.96,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1834,DNA-directed RNA polymerase omega chain (RNAP omega subunit) (Transcriptase omega chain) (RNA polymerase omega subunit),Methylobacterium extorquens DM4,1.64,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
1835,DNA-directed RNA polymerase omega subunit,marine actinobacterium PHSC20C1,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1836,DNA-directed RNA polymerase sigma subunit (sigma70/sigma32),Prochlorococcus marinus subsp. marinus str. CCMP1375,6.64,Cyanobacteria,,Synechococcales,Prochloraceae
1837,DNA-directed RNA polymerase subunit A'',Aciduliprofundum boonei T469,0.0,Euryarchaeota,,,
1838,DNA-directed RNA polymerase subunit A'',Candidatus Methanoregula boonei 6A8,2.48,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae
1839,DNA-directed RNA polymerase subunit N,Psychroflexus torquis ATCC 700755,15.55,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1840,DNA-directed RNA polymerase subunit alpha,Aeromonas hydrophila subsp. hydrophila ATCC 7966,0.0,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
1841,DNA-directed RNA polymerase subunit alpha,Bacteroides fragilis YCH46,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
1842,DNA-directed RNA polymerase subunit alpha,Brucella melitensis ATCC 23457,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1843,DNA-directed RNA polymerase subunit alpha,Mycobacterium marinum M,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1844,DNA-directed RNA polymerase subunit alpha,Nocardia farcinica IFM 10152,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
1845,DNA-directed RNA polymerase subunit alpha,Rhodopirellula baltica SH 1,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1846,DNA-directed RNA polymerase subunit alpha,Roseomonas cervicalis ATCC 49957,2.43,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1847,DNA-directed RNA polymerase subunit alpha,Syntrophobacter fumaroxidans MPOB,4.1,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae
1848,DNA-directed RNA polymerase subunit beta,Acidiphilium cryptum JF-5,14.75,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1849,DNA-directed RNA polymerase subunit beta,Aeromonas hydrophila subsp. hydrophila ATCC 7966,0.0,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
1850,DNA-directed RNA polymerase subunit beta,Brucella canis ATCC 23365,7.45,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
1851,DNA-directed RNA polymerase subunit beta,Buchnera aphidicola str. APS (Acyrthosiphon pisum),5.84,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
1852,DNA-directed RNA polymerase subunit beta,Candidatus Protochlamydia amoebophila UWE25,2.46,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae
1853,DNA-directed RNA polymerase subunit beta,Citrobacter koseri ATCC BAA-895,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1854,DNA-directed RNA polymerase subunit beta,Legionella pneumophila str. Corby,0.0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
1855,DNA-directed RNA polymerase subunit beta,Mycobacterium gilvum PYR-GCK,4.96,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1856,DNA-directed RNA polymerase subunit beta,Shewanella sediminis HAW-EB3,6.49,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1857,DNA-directed RNA polymerase subunit beta,Stenotrophomonas maltophilia R551-3,2.51,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
1858,DNA-directed RNA polymerase subunit beta'',Arthrobacter sp. FB24,0.0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
1859,DNA-directed RNA polymerase subunit beta'',Bordetella bronchiseptica RB50,1.6,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
1860,DNA-directed RNA polymerase subunit beta'',Candidatus Solibacter usitatus Ellin6076,2.47,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
1861,DNA-directed RNA polymerase subunit beta'',Caulobacter crescentus NA1000,2.45,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
1862,DNA-directed RNA polymerase subunit beta'',Escherichia coli O111:H- str. 11128,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1863,DNA-directed RNA polymerase subunit beta'',Methylobacillus flagellatus KT,17.9,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
1864,DNA-directed RNA polymerase subunit beta'',Mycobacterium tuberculosis T46,6.28,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1865,DNA-directed RNA polymerase subunit beta'',Nocardia farcinica IFM 10152,2.48,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
1866,DNA-directed RNA polymerase subunit beta'',Nocardioides sp. JS614,5.7,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
1867,DNA-directed RNA polymerase subunit beta'',Pedobacter saltans DSM 12145,2.54,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1868,DNA-directed RNA polymerase subunit beta'',Pseudomonas fluorescens Pf-5,2.42,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1869,DNA-directed RNA polymerase subunit beta'',Rhodobacter sphaeroides 2.4.1,12.34,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1870,DNA-directed RNA polymerase subunit beta'',Rhodopseudomonas palustris BisB5,2.41,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1871,DNA-directed RNA polymerase subunit beta'',Rickettsia akari str. Hartford,1.76,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
1872,DNA-directed RNA polymerase subunit beta'',Salinispora tropica CNB-440,0.0,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
1873,DNA-directed RNA polymerase subunit beta'',Shewanella amazonensis SB2B,1.69,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1874,DNA-directed RNA polymerase subunit beta'',Shewanella piezotolerans WP3,1.66,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1875,DNA-directed RNA polymerase subunit beta'''',Methanobrevibacter smithii ATCC 35061,0.0,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae
1876,DNA-directed RNA polymerase subunit gamma,Synechococcus sp. CC9605,20.45,Cyanobacteria,,Synechococcales,Synechococcaceae
1877,DNA-directed RNA polymerase subunit gamma,Synechococcus sp. CC9902,5.73,Cyanobacteria,,Synechococcales,Synechococcaceae
1878,DNA-directed RNA polymerase subunit gamma,Synechococcus sp. RCC307,15.52,Cyanobacteria,,Synechococcales,Synechococcaceae
1879,DNA-directed RNA polymerase subunit gamma,Synechococcus sp. WH 8102,4.93,Cyanobacteria,,Synechococcales,Synechococcaceae
1880,DNA-directed RNA polymerase subunit omega,Bartonella bacilliformis KC583,3.26,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
1881,DNA-directed RNA polymerase subunit omega,Gluconacetobacter diazotrophicus PAl 5,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
1882,DNA-methyltransferas,Planctomyces maris DSM 8797,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1883,DNA-methyltransferase (DNA-modification methylase) protein,Pseudomonas syringae pv. tomato T1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
1884,DNA/RNA helicas,Brevibacterium linens BL2,2.41,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
1885,DSBA oxidoreductase,Rhodopseudomonas palustris TIE-1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1886,DSBA-like thioredoxin family protein,Sulfitobacter sp. NAS-14.1,3.37,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1887,DctM (C4-dicarboxylate permeas,alpha proteobacterium BAL199,3.29,Proteobacteria,Alphaproteobacteria,,
1888,DedA family protein,Roseobacter sp. SK209-2-6,1.66,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1889,DegT/DnrJ/EryC1/StrS aminotransferase,Arcobacter nitrofigilis DSM 7299,1.69,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
1890,DegT/DnrJ/EryC1/StrS aminotransferase,Candidatus Desulforudis audaxviator MP104C,0.0,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
1891,DegT/DnrJ/EryC1/StrS aminotransferase,Nitrobacter sp. Nb-311A,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
1892,DegT/DnrJ/EryC1/StrS aminotransferase,Polaromonas naphthalenivorans CJ2,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1893,DegT/DnrJ/EryC1/StrS aminotransferase,Ruegeria sp. TM1040,3.4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1894,DegT/DnrJ/EryC1/StrS aminotransferase,Shewanella baltica OS195,2.38,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
1895,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Bordetella parapertussis 12822,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
1896,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Cyanothece sp. ATCC 51142,3.33,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
1897,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Hyphomonas neptunium ATCC 15444,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
1898,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Sulfurihydrogenibium yellowstonense SS-5,2.54,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
1899,DegT/DnrJ/EryC1/StrS family aminotransferase,Rhodobacter capsulatus SB 1003,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1900,Deoxyribodipyrimidine photo-lyase,Pedobacter heparinus DSM 2366,4.93,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1901,Deoxyribodipyrimidine photolyase-related protein,Salinibacter ruber M8,1.63,Bacteroidetes,,,Rhodothermaceae
1902,Dethiobiotin synthase,Synechococcus sp. WH 5701,1.69,Cyanobacteria,,Synechococcales,Synechococcaceae
1903,DevC protein,Synechococcus sp. WH 7805,2.4,Cyanobacteria,,Synechococcales,Synechococcaceae
1904,Dihydrodipicolinate synthetase,Robiginitalea biformata HTCC2501,1.61,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1905,Dihydrofolate reductase,Denitrovibrio acetiphilus DSM 12809,0.0,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
1906,Dihydroneopterin aldolase,Synechococcus sp. WH 7805,0.0,Cyanobacteria,,Synechococcales,Synechococcaceae
1907,Dihydroorotate dehydrogenas,Pediculus humanus corporis,1.66,Arthropoda,Insecta,Phthiraptera,Pediculidae
1908,Dihydropteroate synthas,Roseobacter sp. SK209-2-6,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1909,Dihydroxyacid dehydratase,Methylacidiphilum infernorum V4,3.26,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae
1910,Dioxygenase,alpha proteobacterium BAL199,0.0,Proteobacteria,Alphaproteobacteria,,
1911,DnaB replicative helicase,Prochlorococcus marinus str. MIT 9303,7.2,Cyanobacteria,,Synechococcales,Prochloraceae
1912,DnaJ domain-containing protein,Synechococcus sp. WH 7803,7.34,Cyanobacteria,,Synechococcales,Synechococcaceae
1913,DnaJ family curved-DNA-binding protein,Alcanivorax borkumensis SK2,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
1914,DnaJ protein,Capnocytophaga gingivalis ATCC 33624,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1915,DnaJ protein,marine actinobacterium PHSC20C1,1.68,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1916,Drug/Metabolite transporter superfamily,Micromonas sp. RCC299,0.0,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae
1917,DsrE family protein,Gallionella capsiferriformans ES-2,0.0,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
1918,DsrE family protein,Halorhodospira halophila SL1,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
1919,DsrL protein,Allochromatium vinosum DSM 180,3.19,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
1920,Dyp-type peroxidase family protein,Magnetococcus sp. MC-1,0.0,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
1921,EAL domain protein,Roseovarius sp. 217,2.48,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1922,ECF subfamily RNA polymeras,Chloroherpeton thalassium ATCC 35110,1.59,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
1923,ECF subfamily RNA polymerase sigma-24 factor,Opitutus terrae PB90-1,0.0,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
1924,EF hand family protein,Tetrahymena thermophila,0.0,,Oligohymenophorea,Hymenostomatida,Tetrahymenidae
1925,ELP3 like acetyltransferase involved in transcription,Cryptosporidium parvum Iowa II,1.63,Apicomplexa,Coccidia,Eucoccidiorida,Cryptosporidiidae
1926,ENO_ALTAL Enolase (2-phosphoglycerate dehydratase) (2-phospho-D-glycerate hydro-lyase) (Major allergen Alt a 11) (Alt a XI),Gibberella zeae PH-1,0.0,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae
1927,ENSANGP00000019618 (ISS),Ostreococcus tauri,0.0,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae
1928,ElaA protein,Flavobacterium psychrophilum JIP02/86,3.21,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1929,Electron transfer flavoprotein alpha subunit,Ktedonobacter racemifer DSM 44963,0.0,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae
1930,Electron transfer flavoprotein alpha subunit,Methylotenera mobilis JLW8,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
1931,Electron transfer flavoprotein-ubiquinone oxidoreductase,Neisseria gonorrhoeae NCCP11945,0.0,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
1932,Electron transport comple,Methylophilales bacterium HTCC2181,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,
1933,Electron-transferring-flavoprotein dehydrogenase,Rhodomicrobium vannielii ATCC 17100,1.59,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
1934,Elongation factor G 1,Erwinia billingiae Eb661,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae
1935,Elongation factor G 2,Bacillus cereus BDRD-ST24,1.64,Firmicutes,Bacilli,Bacillales,Bacillaceae
1936,Elongation factor P (EF-P),Candidatus Pelagibacter ubique HTCC1002,39.35,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
1937,Elongator protein 3/MiaB/NifB,Synechococcus sp. CC9605,16.55,Cyanobacteria,,Synechococcales,Synechococcaceae
1938,Endopeptidase Clp,Frankia sp. EuI1c,0.0,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
1939,Endopeptidase Clp,Frankia symbiont of Datisca glomerata,0.0,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
1940,Enoyl-(acyl-carrier-protein) reductase (NADH),Chitinophaga pinensis DSM 2588,1.57,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae
1941,Enoyl-(acyl-carrier-protein) reductase (NADH),Mucilaginibacter paludis DSM 18603,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
1942,Enoyl-CoA hydratase,Dokdonia donghaensis MED134,10.01,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1943,Enoyl-CoA hydratase/isomerase,Burkholderia ambifaria IOP40-10,2.49,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
1944,Enoyl-CoA hydratase/isomerase,Desulfatibacillum alkenivorans AK-01,0.0,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
1945,Enoyl-CoA hydratase/isomerase,Frankia sp. EUN1f,0.0,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
1946,Enoyl-CoA hydratase/isomerase,Pelagibaca bermudensis HTCC2601,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1947,Enoyl-CoA hydratase/isomerase,Polaribacter irgensii 23-P,2.45,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1948,Enoyl-CoA hydratase/isomerase,Psychroflexus torquis ATCC 700755,1.7,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
1949,EpiA,Mycobacterium kansasii ATCC 12478,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
1950,Erf,Enterobacteria phage P22,1.6,,,Caudovirales,Podoviridae
1951,Erf family protein,Escherichia coli MS 21-1,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
1952,ErfK/YbiS/YcfS/YnhG family protein,Rhodobacter sphaeroides ATCC 17025,3.27,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1953,ErfK/YbiS/YcfS/YnhG family protein,Roseobacter litoralis Och 149,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1954,ErfK/YbiS/YcfS/YnhG family protein,Ruegeria pomeroyi DSS-3,4.1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1955,Esterase/lipase/thioesterase,Oceanicola granulosus HTCC2516,3.33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
1956,Excinuclease ATPase subunit,gamma proteobacterium HdN1,0.0,Proteobacteria,Gammaproteobacteria,,
1957,ExoV-like protein,Planctomyces brasiliensis DSM 5305,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
1958,Exodeoxyribonuclease III,Congregibacter litoralis KT71,9.11,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
1959,Exonuclease RNase T and DNA polymerase III,Alicycliphilus denitrificans BC,1.58,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
1960,Exoribonuclease R,Marinobacter sp. ELB17,1.64,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
