gene function,organism,counts,nador_2_counts
UBA/THIF-type NAD/FAD binding protein,Anaeromyxobacter sp. Fw109-5,1,0.0
UBA/THIF-type NAD/FAD binding protein,Rhodobacter sphaeroides ATCC 17025,1,0.0
UBA/THIF-type NAD/FAD-binding protein,Cyanothece sp. PCC 7822,2,1.6
UBA/THIF-type NAD/FAD-binding protein,Nitrosococcus watsoni C-113,1,0.0
UBX domain-containing protein,Prochlorococcus marinus subsp. pastoris str. CCMP1986,6,5.02
UDP-,Dyadobacter fermentans DSM 18053,2,1.63
UDP-3-0-acyl N-acetylglucosamine deacetylase,Dickeya dadantii Ech586,1,0.0
UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,Syntrophobacter fumaroxidans MPOB,1,0.0
UDP-3-O-[3-hydroxymyristoyl,Acinetobacter sp. ADP1,2,1.69
UDP-3-O-[3-hydroxymyristoyl,Candidatus Amoebophilus asiaticus 5a2,10,8.43
UDP-3-O-[3-hydroxymyristoyl,Lawsonia intracellularis PHE/MN1-00,1,0.0
UDP-3-O-[3-hydroxymyristoyl,Pseudoalteromonas atlantica T6c,2,1.68
UDP-3-O-[3-hydroxymyristoyl,Psychroflexus torquis ATCC 700755,3,2.36
UDP-3-O-[3-hydroxymyristoyl,Rhodobacter capsulatus SB 1003,6,4.98
UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,Shewanella sediminis HAW-EB3,1,0.0
UDP-N-acetyl glucosamine-2-epimerase,Pseudoalteromonas haloplanktis TAC125,1,0.0
UDP-N-acetyl-D-mannosamine dehydrogenase,Geobacter sulfurreducens PCA,1,0.0
UDP-N-acetyl-D-mannosamine dehydrogenase,Marinomonas sp. MWYL1,2,1.69
UDP-N-acetyl-D-mannosamine dehydrogenase,Vibrio vulnificus YJ016,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Flavobacteria bacterium MS024-3C,5,4.23
UDP-N-acetylenolpyruvoylglucosamine reductase,Lutiella nitroferrum 2002,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Methylobacter tundripaludum SV96,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Methylovorus sp. SIP3-4,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Rickettsia akari str. Hartford,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Synechococcus sp. BL107,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Synechococcus sp. WH 8102,1,0.0
UDP-N-acetylenolpyruvoylglucosamine reductase,Synechococcus sp. WH 8109,12,9.76
UDP-N-acetylenolpyruvoylglucosamine reductase,Zunongwangia profunda SM-A87,1,0.0
UDP-N-acetylglucosamine,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Alteromonas macleodii ''Deep ecotype'',4,3.38
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Bacteroides fragilis NCTC 9343,2,1.56
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Burkholderia ambifaria AMMD,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Desulfotalea psychrophila LSv54,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Hahella chejuensis KCTC 2396,2,1.6
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Octadecabacter antarcticus 238,2,1.64
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Porphyromonas gingivalis W83,2,1.76
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Prevotella disiens FB035-09AN,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Rickettsia bellii OSU 85-389,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Sphingopyxis alaskensis RB2256,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Streptococcus suis SC84,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Vibrio cholerae MZO-3,1,0.0
UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Vibrio harveyi ATCC BAA-1116,1,0.0
UDP-N-acetylglucosamine 2-epimerase,Bacillus sp. SG-1,2,1.58
UDP-N-acetylglucosamine 2-epimerase,Geobacter metallireducens GS-15,1,0.0
UDP-N-acetylglucosamine 2-epimerase,Geobacter sp. M21,1,0.0
UDP-N-acetylglucosamine 2-epimerase,Helicobacter mustelae 12198,2,1.69
UDP-N-acetylglucosamine 2-epimerase,Shewanella woodyi ATCC 51908,1,0.0
UDP-N-acetylglucosamine 2-epimerase,Yersinia kristensenii ATCC 33638,1,0.0
UDP-N-acetylglucosamine 2-epimerase,uncultured methanogenic archaeon RC-I,2,1.6
UDP-N-acetylglucosamine 2-epimerase WbpI,Pseudomonas aeruginosa PAO1,1,0.0
UDP-N-acetylglucosamine 4-epimerase,Fusobacterium ulcerans ATCC 49185,1,0.0
UDP-N-acetylglucosamine acyltransferase,Idiomarina loihiensis L2TR,2,1.62
UDP-N-acetylglucosamine acyltransferase,Rhodobacteraceae bacterium HTCC2150,1,0.0
UDP-N-acetylglucosamine diphosphorylase,Candidatus Pelagibacter sp. HTCC7211,48,39.16
UDP-N-acetylglucosamine enolpyruvyl transferase,Roseovarius sp. 217,6,4.92
UDP-N-acetylglucosamine pyrophosphorylase,Methylosinus trichosporium OB3b,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Bartonella bacilliformis KC583,2,1.62
UDP-N-acetylmuramate--L-alanine ligase,Chelativorans sp. BNC1,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Corynebacterium urealyticum DSM 7109,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Erythrobacter litoralis HTCC2594,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Gluconobacter oxydans 621H,2,1.65
UDP-N-acetylmuramate--L-alanine ligase,Leeuwenhoekiella blandensis MED217,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Maribacter sp. HTCC2170,6,4.95
UDP-N-acetylmuramate--L-alanine ligase,Nitrobacter winogradskyi Nb-255,1,0.0
UDP-N-acetylmuramate--L-alanine ligase,Orientia tsutsugamushi str. Ikeda,3,2.46
UDP-N-acetylmuramate--L-alanine ligase,Ruegeria sp. TM1040,11,8.96
UDP-N-acetylmuramate--alanine ligase,Sulfitobacter sp. NAS-14.1,3,2.55
UDP-N-acetylmuramate--alanine ligase,Synechococcus sp. WH 8109,22,18.16
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,beta proteobacterium KB13,10,8.37
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Burkholderia ubonensis Bu,1,0.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Escherichia coli APEC O1,1,0.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Rhodobacter sphaeroides ATCC 17025,1,0.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Roseobacter denitrificans OCh 114,7,5.89
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Ruegeria sp. TM1040,7,5.8
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Synechococcus sp. WH 7803,2,1.56
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--,Rhodobacter capsulatus SB 1003,1,0.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--,Thalassiobium sp. R2A62,3,2.52
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,Gramella forsetii KT0803,5,4.11
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,Silicibacter lacuscaerulensis ITI-1157,4,3.29
UDP-N-acetylmuramoylalanine--D-glutamate ligas,Flavobacteria bacterium BBFL7,4,3.22
UDP-N-acetylmuramoylalanine--D-glutamate ligase,Rhodobacterales bacterium Y4I,2,1.65
UDP-N-acetylmuramoylalanine--D-glutamate ligase,Zunongwangia profunda SM-A87,17,13.98
UDP-N-acetylmuramoylalanyl-D-glutamate--,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,2,1.67
UDP-N-acetylmuramoylalanyl-D-glutamate--,Erythrobacter sp. NAP1,1,0.0
UDP-N-acetylmuramoylalanyl-D-glutamate--,Haemophilus influenzae PittEE,2,1.66
UDP-N-acetylmuramoylalanyl-D-glutamate--,Rhodobacter sphaeroides ATCC 17025,2,1.56
UDP-N-acetylmuramoylalanyl-D-glutamate--,Shewanella frigidimarina NCIMB 400,2,1.64
UDP-N-acetylmuramoylalanyl-D-glutamate--,Synechococcus sp. CC9902,2,1.67
UDP-N-acetylmuramoylalanyl-D-glutamate--,Synechococcus sp. RS9916,3,2.46
UDP-N-acetylmuramoylalanyl-D-glutamate--,Thermosynechococcus elongatus BP-1,1,0.0
UDP-N-acetylmuramoylalanyl-D-glutamyl-,Congregibacter litoralis KT71,2,1.67
UDP-N-acetylmuramoylalanyl-D-glutamyl-,Kribbella flavida DSM 17836,1,0.0
UDP-N-acetylmuramoylalanyl-D-glutamyl-,Mitsuokella multacida DSM 20544,1,0.0
UDP-N-acetylmuramoylalanyl-D-glutamyl-,Xylella fastidiosa 9a5c,1,0.0
UDP-galactopyranose mutase,Mycobacterium avium 104,1,0.0
UDP-galactose 4-epimeras,gamma proteobacterium HTCC2207,1,0.0
UDP-galactose 4-epimerase,Pedobacter saltans DSM 12145,1,0.0
UDP-galacturonate 4-epimerase,Geobacter bemidjiensis Bem,2,1.68
UDP-glucose 4-epimerase,Brachyspira murdochii DSM 12563,3,2.49
UDP-glucose 4-epimerase,Croceibacter atlanticus HTCC2559,7,5.56
UDP-glucose 4-epimerase,Eubacterium saburreum DSM 3986,1,0.0
UDP-glucose 4-epimerase,Fusobacterium gonidiaformans ATCC 25563,1,0.0
UDP-glucose 4-epimerase,Helicobacter hepaticus ATCC 51449,1,0.0
UDP-glucose 4-epimerase,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,7,5.65
UDP-glucose 4-epimerase,Roseovarius sp. 217,2,1.67
UDP-glucose 4-epimerase,marine gamma proteobacterium HTCC2143,1,0.0
UDP-glucose 6-dehydrogenase,Halorhodospira halophila SL1,3,2.54
UDP-glucose 6-dehydrogenase,Rickettsia felis URRWXCal2,15,12.25
UDP-glucose 6-dehydrogenase,Synechococcus sp. CC9902,6,4.97
UDP-glucose dehydrogenase,Gramella forsetii KT0803,12,9.89
UDP-glucose pyrophosphorylase,Kytococcus sedentarius DSM 20547,1,0.0
UDP-glucose-4-epimerase,Synechococcus sp. WH 7803,1,0.0
UDP-glucose/GDP-mannose dehydrogenase family protein,Leeuwenhoekiella blandensis MED217,1,0.0
UDP-glucose/GDP-mannose dehydrogenase-like protein,Pseudomonas aeruginosa LESB58,3,2.45
UDP-glucose:glycoprotein glucosyltransferase 2,Callithrix jacchus,1,0.0
UDP-glucuronate 5-epimeras,Ricinus communis,1,0.0
UDP-glucuronate decarboxylase,Maribacter sp. HTCC2170,6,5.01
UDP-n-acetyl-d-mannosaminuronic acid dehydrogenas,Ricinus communis,1,0.0
UMP kinase,Burkholderiales bacterium 1_1_47,1,0.0
UMP kinase,Ketogulonicigenium vulgare Y25,7,5.87
UNC-50 family protein,Arabidopsis thaliana,1,0.0
UPF0027 family protein,Dictyostelium discoideum AX4,1,0.0
UTP--glucose-1-phosphate uridylyltransferase,Staphylococcus aureus subsp. aureus MN8,2,1.63
UTP-GlnB uridylyltransferas,Alkalilimnicola ehrlichii MLHE-1,7,5.65
UTP-GlnB uridylyltransferas,Rhodobacter sp. SW2,2,1.71
UTP-glucose-1-phosphate uridylyltransferase,Ktedonobacter racemifer DSM 44963,1,0.0
UTP-glucose-1-phosphate uridylyltransferase,Ralstonia eutropha H16,1,0.0
UTP-glucose-1-phosphate uridylyltransferase,gamma proteobacterium NOR5-3,3,2.45
UTP-hexose-1-phosphate uridylyltransferase,Chryseobacterium gleum ATCC 35910,2,1.7
Ubc1p,Saccharomyces cerevisiae S288c,2,1.63
UbiE/COQ5 methyltransferase,Nitrobacter winogradskyi Nb-255,1,0.0
Undecaprenyl pyrophosphate synthase,Robiginitalea biformata HTCC2501,7,5.84
Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,Synechococcus sp. WH 5701,2,1.61
Uracil-DNA glycosylase,Prochlorococcus marinus str. MIT 9515,1,0.0
Uracil-DNA glycosylase superfamily,Akkermansia muciniphila ATCC BAA-835,2,1.7
Ure,Labrenzia alexandrii DFL-11,4,3.26
Urease alpha subunit,Synechococcus sp. WH 5701,6,4.99
UvrA family protein,Burkholderia sp. 383,1,0.0
UvrABC system protein B,Roseibium sp. TrichSKD4,2,1.61
UvrABC system protein C,Gemmatimonas aurantiaca T-27,1,0.0
UvrB/UvrC protein,Anabaena variabilis ATCC 29413,1,0.0
UvrD/REP helicase,Beutenbergia cavernae DSM 12333,1,0.0
UvrD/REP helicase,Caldicellulosiruptor saccharolyticus DSM 8903,3,2.36
UvrD/REP helicase,Frankia sp. CcI3,1,0.0
UvrD/REP helicase,Nitrosospira multiformis ATCC 25196,3,2.48
UvrD/REP helicase,Rhodomicrobium vannielii ATCC 17100,1,0.0
UvrD/REP helicase,Streptomyces sp. ACTE,1,0.0
VWA containing CoxE family protein,Silicibacter lacuscaerulensis ITI-1157,1,0.0
VWA domain containing CoxE-like family protein,Roseobacter sp. AzwK-3b,5,4.17
VacB protein,Buchnera aphidicola str. APS (Acyrthosiphon pisum),1,0.0
VacB/RNase II family 3''-5'' exoribonuclease,Opitutus terrae PB90-1,2,1.69
VacJ family lipoprotein,Pseudomonas putida F1,2,1.7
VacJ-like lipoprotein,Oceanicaulis sp. HTCC2633,1,0.0
WD40 domain-containing protein,Alteromonas macleodii ATCC 27126,2,1.59
WD40-repeat protein,Thalassiosira pseudonana CCMP1335,1,0.0
WGR domain protein,Chthoniobacter flavus Ellin428,1,0.0
WW domain containing oxidoreductase,Danio rerio,1,0.0
WblQ protein,Rhodobacterales bacterium HTCC2255,1,0.0
Wyosine base formation domain protein,Catenulispora acidiphila DSM 44928,1,0.0
Wyosine base formation family,Aciduliprofundum boonei T469,1,0.0
X-Pro dipeptidyl-peptidase family protein,Silicibacter lacuscaerulensis ITI-1157,21,17.11
XRE family transcriptional regulator,Caulobacter sp. K31,6,4.94
Xaa-Pro aminopeptidase family enzyme,Idiomarina loihiensis L2TR,3,2.44
Xaa-Pro aminopeptidase family enzyme,Maribacter sp. HTCC2170,9,7.4
Xaa-Pro dipeptidyl-peptidase,Flavobacterium psychrophilum JIP02/86,6,5.02
Xanthine/uracil/vitamin C permease,Spirosoma linguale DSM 74,1,0.0
XdhC/CoxI family protein,Thalassiobium sp. R2A62,1,0.0
Xylose isomerase domain protein TIM barrel,Flavobacteria bacterium MS024-2A,24,19.76
Xylose isomerase domain protein TIM barrel,Geobacillus sp. G11MC16,6,4.9
Xylose isomerase domain protein TIM barrel,Paenibacillus vortex V453,1,0.0
Xylose isomerase domain protein TIM barrel,Rhizobium leguminosarum bv. trifolii WSM2304,2,1.54
Xylose isomerase domain-containing protein TIM barrel,Pantoea sp. At-9b,2,1.63
Xylulose kinase,Roseobacter sp. CCS2,1,0.0
YALI0C11407p,Yarrowia lipolytica CLIB122,1,0.0
YALI0E33803p,Yarrowia lipolytica CLIB122,1,0.0
YD repeat-containing protein,Desulfococcus oleovorans Hxd3,2,1.67
YGGT family protein,Congregibacter litoralis KT71,3,2.56
YVTN beta-propeller repeat-containing protein,Chelativorans sp. BNC1,2,1.62
YadA domain protein,Veillonella parvula DSM 2008,1,0.0
YbaK/prolyl-tRNA synthetase associated protein,Jannaschia sp. CCS1,1,0.0
YcbK,marine gamma proteobacterium HTCC2080,3,2.45
YcjX-like family protein,Dinoroseobacter shibae DFL 12,5,3.95
YdiU family protein,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,0.0
YeeE/YedE family protein,Loktanella vestfoldensis SKA53,1,0.0
YeeE/YedE family protein,Maritimibacter alkaliphilus HTCC2654,10,8.27
YeeE/YedE family protein,alpha proteobacterium HIMB114,10,8.08
YhbC-like protein,Neptuniibacter caesariensis,2,1.61
YjbN family TIM-barrel protein,Caulobacter segnis ATCC 21756,2,1.61
YjbN family TIM-barrel protein,Meiothermus ruber DSM 1279,1,0.0
YmdA/YtgF family protein,Porphyromonas asaccharolytica PR426713P-I,1,0.0
YqeY-like protein,Candidatus Pelagibacter ubique HTCC1062,61,50.07
YwlC,Bacillus licheniformis ATCC 14580,1,0.0
Zinc carboxypeptidase family protein,Tetrahymena thermophila,1,0.0
Zn-dependent alcohol dehydrogenase,Maribacter sp. HTCC2170,1,0.0
Zn-dependent carboxypeptidase,Leptospira borgpetersenii serovar Hardjo-bovis JB197,1,0.0
Zn-dependent dipeptidase,Idiomarina loihiensis L2TR,2,1.66
Zn-dependent hydrolase,Leptospira biflexa serovar Patoc strain ''Patoc 1 (Ames)'',1,0.0
Zn-dependent protease,Acaryochloris marina MBIC11017,2,1.54
[Fe-S,Janthinobacterium sp. Marseille,1,0.0
[glutamate--ammonia-ligase,Brevibacterium mcbrellneri ATCC 49030,1,0.0
a glutathione-dependent thiol reductase,Vibrio furnissii CIP 102972,1,0.0
aarF domain containing kinase 4,Mus musculus,1,0.0
abc transporter ATP-binding protein,alpha proteobacterium HIMB114,4,3.25
abc transporter related protein,Caldicellulosiruptor hydrothermalis 108,1,0.0
abnormal CATecholamine distribution family member (cat-4),Caenorhabditis elegans,1,0.0
abortive infection protein,Desulfococcus oleovorans Hxd3,1,0.0
acetaldehyde dehydrogenase,Sphingomonas wittichii RW1,3,2.37
acetamidase/formamidase,Geobacillus kaustophilus HTA426,1,0.0
acetate kinase,Caulobacter sp. K31,1,0.0
acetate kinase,Ruegeria pomeroyi DSS-3,1,0.0
acetate kinase,Thermotoga maritima MSB8,1,0.0
acetate--CoA ligase,Opitutus terrae PB90-1,1,0.0
acetate--CoA ligase,Rhodobacter sphaeroides ATCC 17025,1,0.0
acetate--CoA ligase,beta proteobacterium KB13,13,10.85
acetate-CoA ligase,Streptomyces sp. SPB74,1,0.0
acetate/CoA ligase,Beutenbergia cavernae DSM 12333,3,2.5
acetate/CoA ligase,Thermobaculum terrenum ATCC BAA-798,4,3.25
acetoacetate-CoA ligase,Candidatus Pelagibacter sp. HTCC7211,58,47.57
acetoacetyl CoA reductase,Legionella pneumophila str. Corby,1,0.0
acetoacetyl-CoA reductase,Burkholderia sp. H160,1,0.0
acetoacetyl-CoA reductase,Colwellia psychrerythraea 34H,1,0.0
acetoacetyl-CoA synthase,Leadbetterella byssophila DSM 17132,9,7.27
acetoacetyl-CoA synthase,Truepera radiovictrix DSM 17093,1,0.0
acetoacetyl-CoA synthetase,Frankia sp. CcI3,1,0.0
acetoacetyl-CoA synthetase,Nitrosococcus oceani ATCC 19707,10,8.35
acetoacetyl-CoA synthetase,Vibrio harveyi ATCC BAA-1116,2,1.66
acetoin catabolism regulatory protein,Ruegeria pomeroyi DSS-3,1,0.0
acetoin dehydrogenase E1 component alpha-subunit,Ralstonia eutropha H16,1,0.0
acetoin dehydrogenase subunit beta,Enterococcus casseliflavus EC10,1,0.0
acetolactate synthas,Alcanivorax sp. DG881,1,0.0
acetolactate synthas,Candidatus Pelagibacter sp. HTCC7211,21,17.12
acetolactate synthas,Halogeometricum borinquense DSM 11551,2,1.63
acetolactate synthas,Methylocella silvestris BL2,2,1.62
acetolactate synthas,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,1,0.0
acetolactate synthas,Shewanella halifaxensis HAW-EB4,1,0.0
acetolactate synthas,Thioalkalivibrio sp. HL-EbGR7,4,3.25
acetolactate synthase,Thiobacillus denitrificans ATCC 25259,1,0.0
acetolactate synthase 3 catalytic subunit,Acinetobacter baumannii 6014059,3,2.33
acetolactate synthase II large subunit,Loktanella vestfoldensis SKA53,4,3.39
acetolactate synthase II large subunit,Roseobacter sp. CCS2,2,1.63
acetolactate synthase III large subunit,Candidatus Pelagibacter ubique HTCC1002,16,13.35
acetolactate synthase III large subunit,Roseovarius nubinhibens ISM,2,1.66
acetolactate synthase III large subunit,Roseovarius sp. TM1035,2,1.48
acetolactate synthase III large subunit,Synechococcus sp. WH 5701,1,0.0
acetolactate synthase III large subunit,Synechococcus sp. WH 7805,5,4.3
acetolactate synthase isozyme II large subuni,Octadecabacter antarcticus 238,1,0.0
acetyl CoA carboxylase biotin carboxylase subunit,Candidatus Vesicomyosocius okutanii HA,3,2.42
acetyl coenzyme A synthetase,Bdellovibrio bacteriovorus HD100,15,12.17
acetyl-CoA C-acetyltransferase,Loktanella vestfoldensis SKA53,4,3.18
acetyl-CoA C-acetyltransferase family protein,Staphylococcus epidermidis BCM-HMP0060,1,0.0
acetyl-CoA C-acyltransferase,Polaribacter sp. MED152,6,4.77
acetyl-CoA C-acyltransferase 5,Natronomonas pharaonis DSM 2160,1,0.0
acetyl-CoA acetyltransferase,Acidiphilium cryptum JF-5,2,1.62
acetyl-CoA acetyltransferase,Actinosynnema mirum DSM 43827,1,0.0
acetyl-CoA acetyltransferase,Afipia sp. 1NLS2,5,4.06
acetyl-CoA acetyltransferase,Allochromatium vinosum DSM 180,2,1.53
acetyl-CoA acetyltransferase,Azorhizobium caulinodans ORS 571,2,1.72
acetyl-CoA acetyltransferase,Bacillus subtilis subsp. subtilis str. NCIB 3610,5,4.24
acetyl-CoA acetyltransferase,Brachybacterium faecium DSM 4810,1,0.0
acetyl-CoA acetyltransferase,Caulobacter crescentus NA1000,6,4.87
acetyl-CoA acetyltransferase,Clostridium kluyveri DSM 555,5,4.11
acetyl-CoA acetyltransferase,Comamonas testosteroni CNB-2,2,1.68
acetyl-CoA acetyltransferase,Desulfatibacillum alkenivorans AK-01,1,0.0
acetyl-CoA acetyltransferase,Dyadobacter fermentans DSM 18053,4,3.35
acetyl-CoA acetyltransferase,Erythrobacter sp. NAP1,2,1.59
acetyl-CoA acetyltransferase,Frankia sp. EuI1c,1,0.0
acetyl-CoA acetyltransferase,Halomonas elongata DSM 2581,1,0.0
acetyl-CoA acetyltransferase,Mycobacterium ulcerans Agy99,2,1.69
acetyl-CoA acetyltransferase,Nocardia farcinica IFM 10152,3,2.36
acetyl-CoA acetyltransferase,Nocardioides sp. JS614,3,2.51
acetyl-CoA acetyltransferase,Saccharopolyspora erythraea NRRL 2338,1,0.0
acetyl-CoA acetyltransferase,Spirosoma linguale DSM 74,1,0.0
acetyl-CoA acetyltransferase,Thermococcus gammatolerans EJ3,1,0.0
acetyl-CoA acetyltransferases subfamily,Alcanivorax sp. DG881,3,2.46
acetyl-CoA acetyltransferases subfamily protein,marine gamma proteobacterium HTCC2148,10,8.21
acetyl-CoA acyltransferase,Sphingobium japonicum UT26S,1,0.0
