gene function,organism,counts,oualidia_1_counts
Cytochrome c oxidase assembly protein CtaG/Cox11,Congregibacter litoralis KT71,2,2
Cytochrome c subfamil,Verrucomicrobiae bacterium DG1235,1,1
Cytochrome c-L precurso,Ricinus communis,2,2
Cytochrome-c oxidase,Psychroflexus torquis ATCC 700755,2,2
Cytochrome-c peroxidase,Sulfurihydrogenibium sp. YO3AOP1,1,1
CzcA family heavy metal efflux protein,Colwellia psychrerythraea 34H,1,1
CzcA family heavy metal efflux protein,Porphyromonas gingivalis W83,1,1
CzcA family heavy metal efflux protein,Shewanella sp. W3-18-1,2,2
D-2-hydroxyglutarate dehydrogenas,Homo sapiens,1,1
D-2-hydroxyglutarate dehydrogenase,Roseobacter sp. GAI101,1,1
D-3-hydroxyaspartate aldolase,Psychrobacter arcticus 273-4,1,1
D-3-phosphoglycerate dehydrogenase,Aromatoleum aromaticum EbN1,1,1
D-3-phosphoglycerate dehydrogenase,Dyadobacter fermentans DSM 18053,2,2
D-3-phosphoglycerate dehydrogenase,Pseudomonas syringae pv. syringae B728a,1,1
D-3-phosphoglycerate dehydrogenase,Sulfitobacter sp. NAS-14.1,1,1
D-3-phosphoglycerate dehydrogenase,Thermobispora bispora DSM 43833,1,1
D-3-phosphoglycerate dehydrogenase,Thiobacillus denitrificans ATCC 25259,1,1
D-alanine--D-alanine ligase,Candidatus Vesicomyosocius okutanii HA,1,1
D-alanine--D-alanine ligase,Magnetospirillum magneticum AMB-1,1,1
D-alanine--D-alanine ligase,Thermosinus carboxydivorans Nor1,2,2
D-alanine--D-alanine ligase,marine actinobacterium PHSC20C1,4,4
D-alanyl-D-alanine carboxypeptidase family protein,marine gamma proteobacterium HTCC2148,1,1
D-alanyl-D-alanine carboxypeptidase-like protein,Thiobacillus denitrificans ATCC 25259,1,1
D-alanyl-alanine synthetase A,Anabaena variabilis ATCC 29413,1,1
D-alanyl-alanine synthetase A,Sulfurovum sp. NBC37-1,1,1
D-alanylalanine synthetase,Pseudomonas fluorescens WH6,1,1
D-amino acid dehydrogenase small subunit,Roseobacter sp. CCS2,1,1
D-aminoacylase,Congregibacter litoralis KT71,2,2
D-beta-hydroxybutyrate dehydrogenase,Oceanicola batsensis HTCC2597,1,1
D-beta-hydroxybutyrate dehydrogenase,Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535,2,2
D-cysteine desulfhydrase,Desulfovibrio vulgaris str. Hildenborough,1,1
D-cysteine desulfhydrase,marine actinobacterium PHSC20C1,1,1
D-fructose,Rhodobacter sphaeroides 2.4.1,1,1
D-galactarate dehydratase / Altronate hydrolas,Labrenzia alexandrii DFL-11,1,1
D-glutamate deacylase,gamma proteobacterium NOR5-3,1,1
D-glycero-D-manno-heptose-1-phosphate adenylyltransferase,Fusobacterium sp. 7_1,2,2
D-isomer specific 2-hydroxyacid dehydrogenas,Staphylothermus marinus F1,1,1
D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding,Flavobacteria bacterium MS024-2A,2,2
D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,Coraliomargarita akajimensis DSM 45221,7,7
D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,Haliangium ochraceum DSM 14365,1,1
D-isomer specific 2-hydroxyacid dehydrogenase family protein,Roseobacter sp. MED193,1,1
D-lactate dehydrogenase,Oligotropha carboxidovorans OM5,6,6
D-lactate dehydrogenase (cytochrome),Nitrosococcus oceani ATCC 19707,1,1
D-lactate dehydrogenase (cytochrome),Ochrobactrum anthropi ATCC 49188,1,1
D-lactate dehydrogenase (cytochrome),Polaromonas sp. JS666,11,11
D-lactate dehydrogenase (cytochrome),Rhodobacteraceae bacterium KLH11,1,1
D-mannonate oxidoreductase,Haemophilus influenzae PittGG,2,2
D-tagatose-bisphosphate aldolas,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,1,1
D-tyrosyl-tRNA(Tyr) deacylase,Cupriavidus metallidurans CH34,1,1
D-tyrosyl-tRNA(Tyr) deacylase,Rhodobacter sphaeroides ATCC 17029,1,1
DC1 domain-containing protein,Arabidopsis thaliana,1,1
DEAD,Brugia malayi,1,1
DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 isoform 3,Pan troglodytes,1,1
DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,Pan troglodytes,1,1
DEAD box ATP-dependent RNA helicas,Ixodes scapularis,2,2
DEAD box ATP-dependent RNA helicase,Aedes aegypti,1,1
DEAD box RNA helicase HelA,Aspergillus fumigatus Af293,1,1
DEAD box helicas,Plasmodium falciparum 3D7,1,1
DEAD-box ATP dependent DNA helicase,Myxococcus xanthus DK 1622,1,1
DEAD-box ATP dependent DNA helicase,Synechococcus sp. JA-3-3Ab,1,1
DEAD-box ATP-dependent RNA helicase ydbR,Brucella melitensis bv. 1 str. Rev.1,1,1
DEAD-box family ATP-dependent RNA helicas,Candida dubliniensis CD36,1,1
DEAD/DEAH box ATP-dependent RNA helicas,Perkinsus marinus ATCC 50983,1,1
DEAD/DEAH box helicase domain protein,Afipia sp. 1NLS2,1,1
DEAD/DEAH box helicase domain protein,Brevundimonas sp. BAL3,1,1
DEAD/DEAH box helicase domain protein,Chlorobium limicola DSM 245,1,1
DEAD/DEAH box helicase domain protein,Dinoroseobacter shibae DFL 12,2,2
DEAD/DEAH box helicase domain protein,Frankia symbiont of Datisca glomerata,2,2
DEAD/DEAH box helicase domain protein,Hyphomicrobium denitrificans ATCC 51888,1,1
DEAD/DEAH box helicase domain protein,Jonesia denitrificans DSM 20603,3,3
DEAD/DEAH box helicase domain protein,Thermocrinis albus DSM 14484,1,1
DEAD/DEAH box helicase domain-containing protein,Alkaliphilus metalliredigens QYMF,1,1
DEAD/DEAH box helicase domain-containing protein,Arthrobacter sp. FB24,2,2
DEAD/DEAH box helicase domain-containing protein,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),1,1
DEAD/DEAH box helicase domain-containing protein,Chloroflexus aurantiacus J-10-fl,1,1
DEAD/DEAH box helicase domain-containing protein,Leptothrix cholodnii SP-6,1,1
DEAD/DEAH box helicase domain-containing protein,Opitutus terrae PB90-1,1,1
DEAD/DEAH box helicase domain-containing protein,Shewanella pealeana ATCC 700345,1,1
DEAD/DEAH box helicase family protein,Tetrahymena thermophila,1,1
DEAD/DEAH box helicase-like,Candidatus Koribacter versatilis Ellin345,1,1
DEAD/DEAH box helicase-like,Ruegeria sp. TM1040,2,2
DEAD/DEAH box helicase-like,Synechococcus elongatus PCC 7942,4,4
DEAD/DEAH box helicase-like protein,Phaeobacter gallaeciensis BS107,1,1
DEAD/DEAH box helicase-like protein,Planctomyces maris DSM 8797,2,2
DEAD/DEAH box helicase:helicas,Ehrlichia canis str. Jake,1,1
DEHA2A12958p,Debaryomyces hansenii CBS767,2,2
DEHA2F03828p,Debaryomyces hansenii CBS767,1,1
DEHA2F23584p,Debaryomyces hansenii CBS767,1,1
DEHA2G12518p,Debaryomyces hansenii CBS767,1,1
DHH family protein,Polaribacter sp. MED152,1,1
DJ-1/PfpI family protein,marine gamma proteobacterium HTCC2148,1,1
DNA Pol III Epsilon Chain,Flavobacteriaceae bacterium 3519-10,1,1
DNA TOPOISOMERASE II,Encephalitozoon cuniculi GB-M1,7,7
DNA adenine methyltransferase,Yersinia pestis biovar Orientalis str. F1991016,1,1
DNA binding domain protei,Desulfatibacillum alkenivorans AK-01,1,1
DNA binding helix-turn helix protein,Polaribacter sp. MED152,1,1
DNA gyras,Alteromonas macleodii ATCC 27126,1,1
DNA gyras,Asticcacaulis excentricus CB 48,1,1
DNA gyras,Clostridium thermocellum DSM 2360,2,2
DNA gyras,Coraliomargarita akajimensis DSM 45221,2,2
DNA gyras,Coxiella burnetii RSA 331,3,3
DNA gyras,Escherichia coli O157:H7 str. TW14588,1,1
DNA gyras,Flavobacteria bacterium MS024-2A,3,3
DNA gyras,Geobacter uraniireducens Rf4,2,2
DNA gyras,Halothiobacillus neapolitanus c2,2,2
DNA gyras,Lactobacillus sakei subsp. sakei 23K,2,2
DNA gyras,Mobiluncus mulieris 28-1,1,1
DNA gyras,Prevotella disiens FB035-09AN,1,1
DNA gyras,Prevotella tannerae ATCC 51259,1,1
DNA gyras,Rhodospirillum centenum SW,3,3
DNA gyras,Sphingopyxis alaskensis RB2256,3,3
DNA gyras,Thalassiobium sp. R2A62,1,1
DNA gyras,marine gamma proteobacterium HTCC2148,1,1
DNA gyrase A subunit,Dokdonia donghaensis MED134,2,2
DNA gyrase modulator family protein,Gramella forsetii KT0803,2,2
DNA gyrase subunit A,Arthrobacter aurescens TC1,3,3
DNA gyrase subunit A,Arthrobacter sp. FB24,10,10
DNA gyrase subunit A,Chloroherpeton thalassium ATCC 35110,1,1
DNA gyrase subunit A,Methylotenera mobilis JLW8,2,2
DNA gyrase subunit A,Oscillatoria sp. PCC 6506,1,1
DNA gyrase subunit A,Shewanella piezotolerans WP3,1,1
DNA gyrase subunit A,Vibrio harveyi ATCC BAA-1116,1,1
DNA gyrase subunit A,Xylella fastidiosa Temecula1,1,1
DNA gyrase subunit A,marine actinobacterium PHSC20C1,3,3
DNA gyrase subunit B,Agrobacterium vitis S4,1,1
DNA gyrase subunit B,Bartonella tribocorum CIP 105476,1,1
DNA gyrase subunit B,Beutenbergia cavernae DSM 12333,3,3
DNA gyrase subunit B,Idiomarina loihiensis L2TR,2,2
DNA gyrase subunit B,Janthinobacterium sp. Marseille,1,1
DNA gyrase subunit B,Maricaulis maris MCS10,1,1
DNA gyrase subunit B,Methylibium petroleiphilum PM1,1,1
DNA gyrase subunit B,Pseudomonas syringae pv. tomato Max13,2,2
DNA gyrase subunit B,Rickettsia prowazekii str. Madrid E,7,7
DNA gyrase subunit B,Roseovarius nubinhibens ISM,1,1
DNA gyrase subunit B,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,2,2
DNA gyrase subunit B,Slackia heliotrinireducens DSM 20476,1,1
DNA gyrase subunit B,Streptomyces coelicolor A3(2),1,1
DNA gyrase subunit B,Waddlia chondrophila WSU 86-1044,1,1
DNA gyrase subunit B,Xanthomonas campestris pv. campestris str. 8004,1,1
DNA gyrase subunit a,Marivirga tractuosa DSM 4126,4,4
DNA helicas,Plasmodium falciparum 3D7,1,1
DNA helicase,Bacteroides fragilis YCH46,1,1
DNA helicase,Tropheryma whipplei str. Twist,1,1
DNA helicase II,Pseudoalteromonas atlantica T6c,2,2
DNA helicase II,Rhodobacter capsulatus SB 1003,1,1
DNA helicase II,Thioalkalivibrio sp. HL-EbGR7,1,1
DNA helicase homolog PIF1,Oryctolagus cuniculus,1,1
DNA ligas,Aeromonas hydrophila subsp. hydrophila ATCC 7966,3,3
DNA ligas,Bacteroides sp. D20,1,1
DNA ligas,Geobacter sulfurreducens PCA,2,2
DNA ligas,Mariprofundus ferrooxydans PV-1,1,1
DNA ligas,Marivirga tractuosa DSM 4126,2,2
DNA ligas,Methylovorus sp. MP688,1,1
DNA ligas,Polaribacter sp. MED152,1,1
DNA ligas,Rhodobacter sphaeroides ATCC 17025,1,1
DNA ligas,Rhodobacteraceae bacterium HTCC2083,1,1
DNA ligas,Sulfurihydrogenibium yellowstonense SS-5,1,1
DNA ligas,Teredinibacter turnerae T7901,1,1
DNA ligase,Enterobacteria phage RB14,1,1
DNA ligase,Vibrio cholerae CIRS101,1,1
DNA ligase,Vibrio sp. MED222,1,1
DNA methylase M,Vibrio fischeri ES114,1,1
DNA methylase N-4/N-6,Roseomonas cervicalis ATCC 49957,1,1
DNA methylase N-4/N-6 domain-containing protein,Geobacter uraniireducens Rf4,1,1
DNA methylase N-4/N-6 domain-containing protein,Verminephrobacter eiseniae EF01-2,1,1
DNA methylase domain protein,Francisella novicida FTG,1,1
DNA methyltransferase,Flavobacteria bacterium BBFL7,1,1
DNA methyltransferase,Leifsonia xyli subsp. xyli str. CTCB07,1,1
DNA mismatch repair protein,Alcanivorax borkumensis SK2,6,6
DNA mismatch repair protein,Burkholderia pseudomallei K96243,1,1
DNA mismatch repair protein,Escherichia coli CFT073,1,1
DNA mismatch repair protein,Flavobacteria bacterium BAL38,1,1
DNA mismatch repair protein,Lentisphaera araneosa HTCC2155,1,1
DNA mismatch repair protein,Phenylobacterium zucineum HLK1,2,2
DNA mismatch repair protein,Polaribacter irgensii 23-P,1,1
DNA mismatch repair protein,Rhodopseudomonas palustris BisA53,1,1
DNA mismatch repair protein,Shigella flexneri 2a str. 2457T,1,1
DNA mismatch repair protein,Streptococcus suis 98HAH33,1,1
DNA mismatch repair protein Mut,Roseobacter sp. CCS2,3,3
DNA mismatch repair protein MutL,Colwellia psychrerythraea 34H,1,1
DNA mismatch repair protein MutL,Coraliomargarita akajimensis DSM 45221,3,3
DNA mismatch repair protein MutS,Chitinophaga pinensis DSM 2588,1,1
DNA mismatch repair protein MutS,Shewanella sp. ANA-3,1,1
DNA mismatch repair protein MutS domain protein,Flavobacteria bacterium MS024-2A,5,5
DNA mismatch repair protein msh6,Coprinopsis cinerea okayama7#130,1,1
DNA or RNA helicase,Leptospira interrogans serovar Lai str. 56601,1,1
DNA or RNA helicase,Vibrio vulnificus YJ016,1,1
DNA photolyase,Alcanivorax borkumensis SK2,2,2
DNA polymerase,Enterobacteria phage T5,11,11
DNA polymerase,Thalassiosira pseudonana CCMP1335,8,8
DNA polymerase I,Babesia bovis T2Bo,3,3
DNA polymerase I,Bartonella tribocorum CIP 105476,3,3
DNA polymerase I,Clostridium botulinum F str. Langeland,1,1
DNA polymerase I,Flavobacteriales bacterium ALC-1,11,11
DNA polymerase I,Fulvimarina pelagi HTCC2506,3,3
DNA polymerase I,Maricaulis maris MCS10,1,1
DNA polymerase I,Mobiluncus mulieris 28-1,2,2
DNA polymerase I,Moraxella catarrhalis RH4,1,1
DNA polymerase I,Photorhabdus luminescens subsp. laumondii TTO1,1,1
DNA polymerase I,Pseudomonas aeruginosa PAO1,7,7
DNA polymerase I,Rhodopseudomonas palustris BisB5,2,2
DNA polymerase I,Sagittula stellata E-37,1,1
DNA polymerase I,Shigella flexneri 2a str. 301,1,1
DNA polymerase I,Sinorhizobium medicae WSM419,1,1
DNA polymerase I,Thiomicrospira crunogena XCL-2,1,1
DNA polymerase I,Tolumonas auensis DSM 9187,1,1
DNA polymerase I,beta proteobacterium KB13,18,18
DNA polymerase I,candidate division TM7 single-cell isolate TM7a,2,2
DNA polymerase I superfamily,Nitrosococcus oceani AFC27,1,1
DNA polymerase II,Beutenbergia cavernae DSM 12333,1,1
DNA polymerase II,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,1,1
DNA polymerase II,Dinoroseobacter shibae DFL 12,1,1
DNA polymerase II,Enterococcus faecalis HH22,2,2
DNA polymerase II,Flavobacteria bacterium MS024-2A,5,5
DNA polymerase II,Flavobacterium johnsoniae UW101,1,1
DNA polymerase II,Flavobacterium psychrophilum JIP02/86,2,2
DNA polymerase II,Intrasporangium calvum DSM 43043,2,2
DNA polymerase II,Marinobacter aquaeolei VT8,1,1
DNA polymerase II,Methylophaga thiooxidans DMS010,1,1
DNA polymerase II,Polaribacter sp. MED152,1,1
DNA polymerase II,Pseudoalteromonas atlantica T6c,1,1
DNA polymerase II,Pseudomonas aeruginosa C3719,5,5
DNA polymerase II,Pseudovibrio sp. JE062,1,1
DNA polymerase II,Roseobacter denitrificans OCh 114,7,7
DNA polymerase II,Roseovarius sp. 217,4,4
DNA polymerase II,Shewanella sp. MR-7,1,1
DNA polymerase II,Sideroxydans lithotrophicus ES-1,1,1
DNA polymerase II,Thiomonas intermedia K12,3,3
DNA polymerase III DnaE,Mycoplasma hyopneumoniae 7448,2,2
DNA polymerase III PolC-type (PolIII),alpha proteobacterium HIMB114,13,13
DNA polymerase III alpha subunit,Blastopirellula marina DSM 3645,2,2
DNA polymerase III alpha subunit,Thermomicrobium roseum DSM 5159,1,1
DNA polymerase III chi subunit HolC,Kangiella koreensis DSM 16069,1,1
DNA polymerase III epsilon subunit,Yersinia pestis Nepal516,1,1
DNA polymerase III epsilon subunit family exonuclease,Ruegeria pomeroyi DSS-3,4,4
DNA polymerase III gamma and tau subunits homolog,Macrococcus caseolyticus JCSC5402,2,2
DNA polymerase III gamma/tau subunit,Pedobacter saltans DSM 12145,1,1
DNA polymerase III subunit alpha,Aggregatibacter aphrophilus NJ8700,1,1
DNA polymerase III subunit alpha,Azospirillum sp. B510,3,3
DNA polymerase III subunit alpha,Candidatus Puniceispirillum marinum IMCC1322,2,2
DNA polymerase III subunit alpha,Methylobacterium sp. 4-46,1,1
DNA polymerase III subunit alpha,Nocardia farcinica IFM 10152,1,1
DNA polymerase III subunit alpha,Paracoccus denitrificans PD1222,2,2
DNA polymerase III subunit alpha,Ruegeria pomeroyi DSS-3,7,7
DNA polymerase III subunit alpha,Thermobifida fusca YX,2,2
DNA polymerase III subunit alpha,Thermobispora bispora DSM 43833,2,2
DNA polymerase III subunit alpha,alpha proteobacterium HIMB114,38,38
DNA polymerase III subunit beta,Ruegeria pomeroyi DSS-3,3,3
DNA polymerase III subunit delta,Reinekea blandensis MED297,1,1
DNA polymerase III subunit delta'',Citreicella sp. SE45,2,2
DNA polymerase III subunit epsilon,Maribacter sp. HTCC2170,2,2
DNA polymerase III subunit gamma/tau,Robiginitalea biformata HTCC2501,1,1
DNA polymerase III subunits gamma and tau,Alteromonas macleodii ATCC 27126,1,1
DNA polymerase III subunits gamma and tau,Arthrobacter aurescens TC1,1,1
DNA polymerase III subunits gamma and tau,Azotobacter vinelandii DJ,1,1
DNA polymerase III subunits gamma and tau,Brucella melitensis bv. 1 str. Rev.1,1,1
DNA polymerase III subunits gamma and tau,Burkholderia pseudomallei 668,1,1
DNA polymerase III subunits gamma and tau,Nitrobacter hamburgensis X14,1,1
DNA polymerase III subunits gamma and tau,Ruegeria pomeroyi DSS-3,1,1
DNA polymerase III subunits gamma and tau,Sulfitobacter sp. NAS-14.1,1,1
DNA polymerase III subunits gamma and tau,marine actinobacterium PHSC20C1,5,5
DNA polymerase IV,Flavobacteria bacterium BAL38,2,2
DNA polymerase IV,Pseudomonas stutzeri A1501,1,1
DNA polymerase IV,Pseudomonas syringae pv. syringae B728a,1,1
DNA polymerase IV,Robiginitalea biformata HTCC2501,4,4
DNA polymerase V subunit UmuC,Escherichia coli,4,4
DNA polymerase epsilon catalytic subunit that participates with PCNA in late in S phase DNA replication,Phaeodactylum tricornutum CCAP 1055/1,1,1
DNA polymerase i,Asticcacaulis excentricus CB 48,2,2
DNA polymerase i,Calditerrivibrio nitroreducens DSM 19672,1,1
DNA polymerase ii,Marivirga tractuosa DSM 4126,1,1
DNA polymerase kappa,Homo sapiens,1,1
DNA polymerase type,Trichomonas vaginalis G3,1,1
DNA polymerase-like protein,Enterobacteria phage Phieco32,1,1
DNA primas,Desulfotomaculum reducens MI-1,1,1
DNA primase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,1
DNA primase,Bacillus amyloliquefaciens FZB42,1,1
DNA primase,Burkholderia oklahomensis EO147,1,1
DNA primase,Candidatus Solibacter usitatus Ellin6076,2,2
DNA primase,Chromohalobacter salexigens DSM 3043,2,2
DNA primase,Halorhodospira halophila SL1,1,1
DNA primase,Marinobacter aquaeolei VT8,1,1
DNA primase,Pseudomonas stutzeri A1501,2,2
DNA primase,Ralstonia eutropha H16,1,1
DNA primase,Rhizobium etli CIAT 652,1,1
DNA primase,Synechococcus phage S-PM2,1,1
DNA primase small subunit,Homo sapiens,1,1
DNA processing chain A,Erythrobacter litoralis HTCC2594,2,2
DNA recombination and repair protein RecF,Propionibacterium acnes SK137,1,1
DNA repair helicase,Burkholderia thailandensis E264,1,1
DNA repair protei,Phytophthora infestans T30-4,2,2
DNA repair protein RAD54,Plasmodium yoelii yoelii str. 17XNL,2,2
DNA repair protein RadA,Campylobacter fetus subsp. fetus 82-40,1,1
DNA repair protein RadA,Capnocytophaga ochracea DSM 7271,1,1
DNA repair protein RadA,Enterobacter sp. 638,1,1
DNA repair protein RadA,Ferrimonas balearica DSM 9799,1,1
DNA repair protein RadA,Flavobacteria bacterium MS024-3C,1,1
DNA repair protein RadA,Geobacter uraniireducens Rf4,1,1
DNA repair protein RadA,Pedobacter saltans DSM 12145,1,1
DNA repair protein RadA,Streptomyces hygroscopicus ATCC 53653,1,1
DNA repair protein RadC,Ralstonia pickettii 12J,1,1
DNA repair protein RecN,Corynebacterium amycolatum SK46,2,2
DNA repair protein RecN,Leifsonia xyli subsp. xyli str. CTCB07,1,1
DNA repair protein RecN,Methylophilales bacterium HTCC2181,1,1
DNA repair protein RecN,Nitrobacter hamburgensis X14,1,1
DNA repair protein RecN,Rhodobacter capsulatus SB 1003,1,1
DNA repair protein RecN,Sulfitobacter sp. NAS-14.1,1,1
DNA repair protein RecN,Thermomonospora curvata DSM 43183,1,1
DNA repair protein RecO,Rhodobacteraceae bacterium KLH11,1,1
DNA repair protein RecO,beta proteobacterium KB13,2,2
DNA repair protein rada,Paenibacillus polymyxa SC2,1,1
DNA repair protein recn,Methylovorus sp. MP688,1,1
DNA replication licensing factor MCM8 isoform 1,Homo sapiens,4,4
DNA replication protein,Streptomyces scabiei 87.22,1,1
DNA segregation ATPas,Brachybacterium faecium DSM 4810,2,2
DNA segregation ATPase FtsK/SpoIIIE-like protein,Streptosporangium roseum DSM 43021,3,3
DNA strand exchange and recombination protein with protease and nuclease activity,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),2,2
DNA topoisomerase (ATP-hydrolyzing),Mobiluncus mulieris ATCC 35243,1,1
DNA topoisomerase I,Allochromatium vinosum DSM 180,2,2
DNA topoisomerase I,Candidatus Nitrospira defluvii,1,1
DNA topoisomerase I,Clavibacter michiganensis subsp. sepedonicus,3,3
DNA topoisomerase I,Eremococcus coleocola ACS-139-V-Col8,1,1
DNA topoisomerase I,Frankia sp. CcI3,1,1
